//Rank,User,Team,Points,Played,Combined,Best
79,shawnsull10,Wash Park Rangers,107,75,4438,2
80,EVCinNYC,EVC's Banshees,106,76,2798,7
81,Fabtron7,Ted Williams' Frozen Head - DGAF,105,40,1377,4
82,schaffee34,Seldom Seen Royal-Cardinals,104,45,2334,2
83,cpm120,Satellite Beach Manatees,103,18,565,1
84,Infractor,Halifax Citadels,101,34,1869,2
85,RQIII,Buffalo Braves,100,30,1221,2
86,Nex,Panglao Tarsiers,100,40,1158,2
87,paranoid,Las Vegas Pit Vipers,100,59,4350,1
88,Buchs76,Atlantic City Trash Chickens,99,31,1486,1
89,pwtigers,Flyball Sluggers,99,65,2852,1
90,GypsySon,West Valley Wazzirds,98,20,596,2
91,Beckdawg,Charlotte Sundevils - CG,98,25,842,1
92,BoogsBBQ,Silver City Scrappers,97,39,2048,3
93,solorush,Sammamish Totems,96,22,419,1
94,ubernoob,Twin Peaks Steeplejacks,95,35,2002,2
95,pray_for_pray,Guro Gunslingers,94,21,1019,2
96,Skyrolla91,Portland Grizzlies - CG,94,27,1078,1
97,Rob_Deer_in_the_Headlights,El Paso Preguntas,93,37,1850,2
98,MJBreit,Tulsa Doom,92,21,445,2
99,balfazzar,Legends of the Devil Rays TTC,92,38,1465,3
100,ntorsky,Door County Dockers,91,21,764,1
101,jbiggs78,Charlotte Hellcats GH,90,35,1192,2
102,thatsmyboye,Scranton Parade Days,90,35,1300,1
103,Tirin,Kitchener Flying Pigs,90,38,1695,4
104,owenthejammy1,Moonsault Collective MCs,89,31,1740,3
105,FutureLegend,Idaho Huskies,89,42,1876,2
106,TheWAX,Gwang Ju Confusion,89,65,3948,6
107,NateLovesGallo,Gotham City Batmen,88,44,1975,1
108,cf97ab,London Tigers,87,32,965,1
109,backfischudo13,Squamish Silver Wolves,87,40,1214,1
110,Hensword,Kolnes Eagles,87,52,2045,3
111,lexmoose,Blanton Bourbons,85,40,1273,2
112,Nex2,Viking Quest,85,43,1984,2
113,HermanSmutley,Southend Seasiders,84,21,1013,1
114,Chaffenator_88,Joplin Blasters,84,45,2104,4
115,bearpete,Philadelphia Oil Barons,84,46,1614,2
116,Lowlyworm,Lowlyworm's Apple Car,83,42,1873,4
117,foghorn33,Strathroy Royals,81,19,1282,1
118,lava,Bloody Nines - CG,81,28,662,3
119,twinsfan,Everett Aqua Sox,81,37,1164,1
120,cwhitman,Castroville Mashers - CG DCFC,81,37,1579,1
121,allblacks,DFW Dirtbags,81,64,3946,3
122,BillPitt37,Bethlehem BP-37 Bombers,80,40,1575,1
123,Raider42,Armada Angels,79,62,3720,4
124,leonardian8,Real Intered Workers,78,21,1173,1
125,ItsHellboy,Sacramento Tuxedos - CG,78,35,1159,2
126,saracen31,Split Squid,78,37,1619,1
127,tycho566,Pleasant Hill Mounds,78,42,2720,6
128,PooleParty,Tulamben Liberty,77,18,929,1
129,CoachRuffy-ALT-1,Niagara Falls Wooden Barrels TTC,77,46,2704,6
130,Rastandy,Mississauga Rush,77,76,3466,6
131,RyanHall,Oceanside Baseballroos,76,26,1266,1
132,murray88,Moosejaw Moosejaws,76,71,4111,3
133,HermanSmutley1,Billys Bunters,75,21,1342,1
134,Itealo55,Itealo GameGetters,75,35,1449,5
135,SeldomSeen,Farlington Lakers,75,45,2643,1
136,mjw1774,Waterloo Vampires,75,49,2436,2
137,reevesa01,Lynnwood Pogos,75,73,4078,5
138,hometownmarkup,Waltham River Otters,74,30,1370,1
139,bpetran,Milwaukee Pitties,74,34,900,1
140,SushiMcMochi,Low Diamond Phillips,72,20,1234,1
141,Grish,Walter's Johnsons,72,53,3157,1
142,wampeter57,King Street 504s,71,20,1161,1
143,runningitup,Hopkins Hoppers,71,26,1029,2
144,gocanes1962t4,Little Creek Hurricanes PCK,70,20,1164,1
145,krparker87,WV Power,70,60,3385,5
146,yno88,Elam Van Gilders,69,38,2018,5
147,lisalovesbiology,StufftyTown Stuffties,68,19,580,1
148,vrmind,vrmind vrmind PCK,68,82,5603,4
149,Crimson,Mississauga Maple Trees,67,21,1244,4
150,Circusham,Clover Hill Spartans,66,14,614,1
151,cjens,SLC Punks,65,21,468,2
152,Alvinpaul24,Wash Park Ringers PCK,65,32,1563,2
153,JayZecch,Hilltop Imperfect Heroes,65,50,2588,7
154,Klayylmao,Santa Barbara Mapachos,63,20,1310,1
155,Talonx,Mount Juliet Golden Retrievers,63,27,1723,2
156,kirkeby14,Amarillo Armadillos,63,43,1567,5
157,eamuscatuli,Prestige Worldwide,63,46,2420,3
158,GCSterling,Brocton Velociraptors,63,61,3877,7
159,xiayun2024,NorCal CGE,62,9,334,1
160,robzilla346,Griffin Brawlers,62,42,1391,4
161,Weaklink1965,Woodstock Storm,62,59,4219,8
162,RoteLaterne,Zwiesel Pandas,61,26,919,1
163,gcam62,Dirty South Hit Men,60,16,681,2
164,nyny,New York Metrokees,60,21,1150,1
165,Hwilensky007,Albany Riverrats,60,39,1698,4
166,aarona,Olathe Trailblazers,59,19,1103,1
167,mraudit,Meaty Oakers,59,21,1242,2
168,JoshJackson42,New England Bees,59,34,1586,4
169,Vialabo,El Vampiro Ankle Biters,59,55,3146,6
170,geno36,BunDang TyChe,57,16,918,2
171,Kalohn,Mirabel ExNats,57,31,1769,2
172,dadmetalbod,Mt Etna Hotter Otters - HotL,57,36,1573,3
173,Warhawk,Arcadia Wyverns,57,51,2497,5
174,Charley575,Apathetic Steamrollers,56,36,2234,5
175,Brent3232,BYU COUGARS,56,57,4233,7
176,mannyt,Roaming Rascals CG BFF,55,17,496,3
177,JeRP,Lawrence Wildboyz,55,19,544,2
178,moggsy,Reno Raccoons,54,18,829,5
179,odradek,Ghost Town Revenants,54,24,1010,2
180,283pro,Tokyo Shiny Colors,54,29,1683,4
181,stormybacca,Neo Roaring Twenties TTC,54,94,6523,5
182,tkinsherf,Boston Dash,53,20,957,2
183,mv1234,Phoenix Mango Slush - HOTL,52,20,1358,2
184,hipandkneedoc,Asbury Springboks,52,38,2195,1
185,MikeBatesTWIBH,Iowa City Prairie Rats,51,33,1935,3
186,ryanp18,Detroit Tigers,50,28,1585,5
187,chefkd3,O'block Scoundrels,50,40,1540,5
188,JamoreLoL,Compton Corgis - HotL,50,43,2844,10
189,greatscott66,Helena Handbaskets,50,62,4042,8
190,TayMorris2727,Ringsted Danes,50,72,5155,9
191,Nelmit,Matagorda Bay Tides,49,20,732,1
192,tapemeasureshot,Sharpstown Bill Collectors,48,18,518,1
193,Razorstackz,Razorstackz Razor,48,19,1306,3
194,cubbyfanboy,Sydney Whalers,48,32,940,4
195,PlayersToBeNamedLater,Sterling Park Commodores,47,14,538,5
196,Sand,Powerful Tulips,47,19,1017,4
197,Robman711,Milwaukee Bulletts,47,20,1043,5
198,bierhoff00,Texas Briskets,47,33,1183,3
199,rumali,Birthday Boys TTC,47,42,1926,2
200,wxscott,Denver Bellaires,46,20,662,2
201,tdavis92017,San Diego Billie Goats,46,21,1117,1
202,amjohnso,La Crosse Lumber Puppies,46,34,2538,4
203,O_Welles,Three Mile Island Atomic Isotopes,45,15,1025,1
204,ksando,San Diego Wombats,45,19,1145,2
205,Feffer,Sack of Wet Mice,45,19,1207,2
206,raylemon,Detroit Tigers,45,24,1455,6
207,Huskies,Arizona Huskies,45,37,1993,5
208,catnip,Vermont Lake Monsters,45,41,1772,2
209,justinthenavy,Bloomingdale troopers,44,19,934,2
210,Donlooky,York Revolution,44,21,1110,3
211,kdwayne,Lexington Minutemen,44,23,1354,3
212,reinantone,Auburn War Eagles,43,14,413,2
213,timcollins345,Pistol Pete Cowboys,43,36,1951,4
214,xero1986,Clarington Coyotes,43,43,3060,5
215,fedtero25,Global Rippers PCK,42,14,709,6
216,Johanna,German Yoghurt - F2P,42,14,716,4
217,DiamondGrey,Pittsburgh Pixelators,42,19,1338,3
218,NMCher,Kashima Foxes,42,20,952,4
219,robgisbri2,Reston Blues,42,21,1095,2
220,Tracerbullet,Osea Razgriz,42,43,2880,10
221,Thistledroyd,Manchester Camels,41,13,605,3
222,stevezog1,East Side Educators,41,16,1497,1
223,Circusham56,Spartan Hill Clovers-PCK,41,21,1472,1
224,bea940,Salem-Keizer Volcanoes,41,32,1912,2
225,frogboutique,Longmont Catboys,41,40,2381,9
226,smileyfacejane,Fargo Fielders,40,14,588,2
227,madmask,Myrtle Beach MaskMen,40,14,607,7
228,heinrich_wilhelm,Atlanta Combine,40,17,1055,2
229,bdcable2,Cibolo Packsters PCK,40,21,1173,3
230,willhog,Englewood Pirates,40,25,1322,5
231,sprdelfin,Colorado Avalanche,40,31,1436,8
232,rtoro6,Gastonia Peaches,39,9,546,2
233,MadMatt,Durham Los Toros,39,14,613,4
234,Constabie,Numenor Faithful,39,16,394,2
235,404found,Phoenix Rebrand 5,39,19,1172,3
236,JediRoninX,Jacksonville Rainstorm,39,23,1373,6
237,tmid,Denver Boomers,39,24,1222,10
238,nichodav,Oakville A's,38,10,491,2
239,josh111,Camden Curve,38,16,541,5
240,Orion133,Bristol Beacons,38,25,1951,1
241,beaureese,Charlotte Phighters,38,26,1500,13
242,nicolji,Edinburgh Diamond Devils,38,35,1171,5
243,WizardOfMaahs,Nickel Slots And Crock-Pots,37,15,602,3
244,Sandmd1,Encinitas Rockfish,37,15,799,6
245,mrcollins18,Haverhill Hillies,37,15,1002,3
246,EVCinNYCmgr,EVC's Quinipacks Only Rippers PCK,37,21,1204,7
247,MortaleMago,Flagship City Kitties,37,28,1762,3
248,darrylm,Edmonton Prospects,37,29,1942,6
249,Lord2FLI,Bluff City Blues,36,19,958,3
250,bryce_harper_3,Chicago Commies,36,23,1572,2
251,CRang,Champion Rangers,36,63,4798,9
252,Ringtoss15,Mogadishu Pirates,36,64,4283,8
253,JonnyP,Dry Creek Craw Daddies,35,11,550,3
254,art331,Gotham Rogues PCK,35,14,782,3
255,GoClippers,winning winners,35,18,881,4
256,SunnyBurn,Salt Lake Bees,35,19,573,4
257,dylanb29,London Knights,35,20,876,5
258,Joe_Charboneau2,Huatulco Tacos,35,20,1168,6
259,cmalosh,Milwaukee Braves,35,21,1336,5
260,pwney,Big Memers,35,21,1501,4
261,JonnyPCK,Dry Creek Hillbillies PCK,35,24,1030,6
262,sevenarrows,Redwood Skyhawks,35,31,1493,13
263,Tornade,STMDB AS,35,34,2321,10
264,Xtoforas,Breslau Binturings - HotL,34,12,646,6
265,Cav2,Dazed Confused,34,17,1045,8
266,weas,Norman Wild Dogs,34,20,1329,3
267,spatrick4,Freedom Grabbers - HotL,34,21,897,3
268,Fheee,Huntsville Sweet Biscuits,34,23,871,4
269,profoundity,Saitama Nandemo,33,10,827,3
270,Raptor,Ogden Raptors - HotL,33,13,796,7
271,Happypg,Lacoochee Mudcats,33,15,767,5
272,BeatleBoy9112,B-Town Barnstormers PCK,33,15,861,3
273,richgrisham,Billy Strings,33,15,997,2
274,drshuey,Zanesville Greys,33,42,1886,2
275,Tatu,Warner Robins Demons PCK-HotL,32,13,684,2
276,robertcat,Denver Highlanders,32,16,800,6
277,alexothegreat520,Hackensack Bulls,32,23,854,5
278,JmRoto,. Roto,32,32,1659,14
279,AW13,AW Bees - GH,31,2,48,1
280,adamtwigs,Tennessee Twigs,31,3,170,1
281,brian1zvx,Raheny Robins,31,10,600,2
282,username0251,Cudahy Day Drinkers,31,17,1077,4
283,gorgo2005,Finneytown Flames - HotL,31,21,1338,7
284,stephenwdavis,Reno Rhinos,31,23,1405,6
285,Cornelius,Kendall Diamond Cats,31,34,2222,3
286,RTR1776,Kansas City Torrent,30,9,385,4
287,hughhudson1115,Chicago Dino Nuggets,30,11,617,2
288,sfj,Jacksonville Leafs,30,11,689,3
289,davidelgin4,Lake Michigan Beach Bums,30,19,957,7
290,Circus_Solly1,Brookhaven Barons,30,31,2018,6
291,jayz,Hyannis Harbor Hawks,29,14,760,6
292,Centre,Washington Bishops,29,18,1399,5
293,zukus,Weavers Tomato Plants,29,20,1102,4
294,baesdad,Arkansas Assassins,29,29,1139,9
295,Sipimi,Kamouraska Sportagie,29,31,1283,7
296,vbjb,Eagle Idaho Hawks,29,78,5815,10
297,PKEN7,Berlin Blue Crabs,28,4,124,4
298,hauteguy,Santa Monica Haute Guys,28,11,565,5
299,Dewey217,Knoxville Vulcans,28,13,809,4
300,MikeS1963,Mason Comets,28,15,852,4
301,drdynastic,Red Rock Live TTC,28,20,675,3
302,Jaultma2,Abbott Station Rail Riders,28,20,1250,8
303,Hello_Friend426,Hello Friends - PCK,28,21,1400,8
304,rwc497,Lexington Bombers,28,28,1829,11
305,esasky,Dizzy Esasky,28,41,2906,9
306,littleMAC77,Liberty Express,27,15,575,2
307,DonkeyKickDray,Chai Lai Dobbies,27,17,1086,5
308,StephsGrandpaShoes,Tikal Mayans,27,18,998,10
309,MonsterMasher5,Guelph Gryphons,27,19,1484,9
310,dmacgreg37,Notre Dame Fighting Irish,27,25,1290,3
311,Calis,New York Brownies,26,13,504,6
312,RANGERS1030,Absolute Units,26,22,1342,8
313,IceRayn5,Camjaveratyn O-Forge,26,27,1255,6
314,TinkerEversChance,Chi City Ballerz,25,13,592,5
315,timomouse,Sandy Bees,25,13,845,3
316,badgercd,Capri Badgers,25,17,957,12
317,Karamba88,Krakow God Honour Fatherlan,25,19,1117,7
318,tfc3rid,Ridgewood Broncos,25,21,1454,7
319,Evilbert103,Orlando Heatstrokes,25,21,1522,10
320,ThePhantomPoo,Aurora Angels,24,5,197,4
321,Strifeknot,Wokingham Night Shift,24,9,398,2
322,slider915,Middie Bears,24,9,626,7
323,JAtlas,Vero Beach Screwballs,24,13,905,11
324,OBEEFE,Kent Island Sharks,24,15,731,8
325,jsitko,Pulaski Pils,24,16,1117,9
326,Snake_Plissken,Kingsport Ancients,24,17,1142,7
327,yetibon,Napoleon Bonapartes,24,21,1158,5
328,CloveDistrict2,Paris Armada,24,22,1434,12
329,louisqzer,New York Blind Squirrels,24,28,1868,4
330,Phoenix6767,Winnipeg Goldeyes,23,12,635,11
331,redtoss,RETO Dragons,23,15,548,11
332,rtoro5,Gateway City Gas House Gaang,23,16,990,8
333,asb12,San Diego Anchors,23,20,1215,9
334,Dread,Marble Mallards,23,21,1742,12
335,APB1990,Newcastle Magpies,23,33,2339,13
336,Bentlizard65,Bedrock Boulders,23,40,2324,15
337,Areme,Costa Rica Coconuts,22,9,580,8
338,Vipdad420,Berlin Speed Dealers,22,11,690,7
339,bb5,Antarctica Penguins,22,14,724,3
340,DGoist,Cranberry Crushers,22,15,646,2
341,KyKy,Bethesda Labradors,22,16,957,16
342,zrog2000,Apex Predators,22,16,1147,4
343,ErieGMv2,Erie Moon Mammoths PCK,22,19,1371,6
344,Stockhfcrx,Tidewater Tides,22,21,684,9
345,SRHurt,Oxford Strikers,22,21,1359,13
346,proteins22,New Old Yankees TTC,22,21,1501,12
347,Kebort31,French Creek Valley,22,28,1523,15
348,werbenmanjensen1,Freedom Grabbers - HOTL,21,2,19,3
349,Krap5,East Texas Lone Stars,21,4,218,2
350,Erad,Kandy Kanes,21,9,464,6
351,downpat75,Idaho Taters,21,10,584,6
352,redleggingitout,Cincinnati Skyrosas,21,11,293,6
353,ErieGM,Erie Seawolves,21,13,862,3
354,Haijopai,Dickshot's Dugout,21,13,867,6
355,netherwarden,Moria Miners,21,15,1183,6
356,RoutineFly,Sioux City Sues,21,16,904,5
357,Kyllen,Washington Border Collies,21,17,1212,11
358,CurlingSEA,Georgia (Tech) On My Mind,21,21,1441,6
359,naede,Imatra Pallo-Veikot,21,27,1713,14
360,StratMJ99,K-State WildCatz,21,36,1843,8
361,pken,Scranton Miners,20,4,230,7
362,Cramel,Farmville Barnyard,20,12,401,8
363,04Monstah,John Henry Must Dye (hiS haIR),20,16,1190,14
364,ryan-koziol,Chicago Gamblers - E6,20,26,1291,3
365,apkaufman,Cleveland Fighting Walleye,20,27,1802,7
366,doc,K-STATE BATCATS,20,27,1853,11
367,rolen17,Wawa Cheesesteak Hoagies,20,28,1883,13
368,Leif2022,Minneapolis Millers,20,30,1756,12
369,thatllhappen,Vista Views,20,33,1756,11
370,SouthSideDP,Leland Lefties,20,35,1736,10
371,miketho22,Bend Buzzboys,20,40,1898,6
372,Reidwk,Lakeland Titans,19,3,142,5
373,nutbunnies,New Haven Ravens,19,10,468,15
374,Blutester1959,Taylor Street Lappers,19,10,578,13
375,lightmoon,Spite Store Hoot Owls,19,10,717,6
376,davidlopezh,Houston Flying Chanclas,19,13,849,16
377,bigsheldy,Sacramento Athletics,19,15,1076,13
378,redsoxfaithful,Charlotte Aviators,19,18,915,7
379,Madskillz77,Lake County Captains,19,29,2336,6
380,BigDingerman,Fort Erie Meteors,18,7,456,9
381,Peakashoo,Seoul Dragons,18,15,914,12
382,Spmartin1993,Columbus Fire Ants,18,15,1231,5
383,kris024,Trenton Eclipse,18,17,600,8
384,borischarly,Chilliwack Chiefs,18,17,1148,12
385,SamwiseGanja,GreenBowl Packers,18,19,897,10
386,Daddytiger72,Athens Red Legs TTC,18,21,1643,16
387,sam10gle,Evermore Larpsharks,18,31,2606,13
388,PitVipers,Winona Lake PitVipers,17,8,423,7
389,OrenthalGames,Deep Space Niners,17,13,997,16
390,Housebuster,Charlotte Horsemen,17,14,818,6
391,sourd99,New Planet Gophers TBD,17,14,903,12
392,jawa42,New Haven Corsairs,17,14,1020,12
393,rokular01,Youngstown Ironmen,17,15,517,7
394,kratos9248,Casselberry Storm,17,15,909,21
395,hui,Taiwan Taipei,17,15,1482,4
396,johngon,LAKE JACKSON BIG STICKS,17,20,1553,14
397,Hi_clutch,City Cows,17,23,1560,18
398,Nsigg15,Madison Mallards,17,28,1924,11
399,kmacdonald,Almont Boiler Makers,16,5,178,2
400,MattHart11,Appleton Fire Ants,16,11,699,3
401,Joobacca63,Boston Papis,16,11,702,23
402,PAF,Gladstone Athletics,16,14,581,16
403,laptophound,Rocky Mountain Gladiators DBL,16,15,502,10
404,Bigphatman87,Brentwood Guggenheims SoM,16,15,956,24
405,dougdascenzo,Fletcher Froggers,16,16,1030,4
406,JRobs42,Tewksbury Minutemen,16,18,590,8
407,Loongod,Derwood Deer,16,18,1310,18
408,JHenryWaugh,Monterey Ostriches,16,19,1221,13
409,flyingsq,Richmond Assassin Squirrels,16,21,1462,12
410,silverkhawk,Wilson Horns,16,27,1699,18
411,SirPeanut,Lima Ligers,16,32,1415,7
412,codyjwertz,Duluth Deviled Lettuce,15,3,490,7
413,pats1776,Somerset Patriots,15,6,363,5
414,selmes12,Jager Meisters,15,7,300,6
415,stradico,Desert Sand Dwellers,15,7,348,25
416,DarylUCLA,UCLA Bruins - BFF,15,7,569,8
417,bullforce,Sandusky Bullforce,15,12,650,18
418,Guancous3,Silver Spring Acorns,15,14,974,10
419,trojanman,Everett Aquasox,15,19,983,4
420,ptotherizzo,Toronto Baccalas,15,19,1474,26
421,intel8088,Dogpatch Skonks,14,4,105,14
422,LV-Kats,Lehigh Valley Kats,14,9,608,7
423,vthokie2012,West Palm Beach Bingo Stars,14,10,687,8
424,jocan44,Pensacola Swampangels,14,14,1271,8
425,DDawson1990,Exeter Padres,14,17,926,13
426,sdrater,Montreal Expos,14,17,1247,13
427,Dalepoint,Lake County Captains,14,18,1271,20
428,PeterDragon,D'Town Hillside Rams,14,19,1720,5
429,mfaybik,Faybik Narwhals,14,23,1720,19
430,jadrien1,jadrien1 no problem,14,25,1895,20
431,iamxplisit,Pensacola Pinstripes,13,2,25,5
432,ItzNorCally,Humboldt Bay Clams,13,2,58,7
433,Bonkers25,Brooklyn Cyclones,13,3,80,16
434,ChinoVot,Madison Monsters,13,7,440,7
435,Doubleglaze,Roseburg River Hawks,13,8,426,9
436,rvd887,KR Royal Chanels,13,10,377,14
437,dougthecanuck,Greenisland Blue Jays,13,12,559,7
438,Summit39,Burlington Bees,13,12,1017,15
439,KINGLORDBOT,California Ragebaiters,13,14,1275,6
440,lewis1985,Scuderia Ferrari,13,16,1501,9
441,BearMountainX,Bear Mountain Bruins,13,17,884,11
442,MrAnthropy,Bob Hamelin Enjoyers,13,19,688,11
443,randycapps,Four Oaks Rebels,13,20,1667,24
444,Kenta,Thrasherville Tempest,13,28,1877,8
445,RealVanillaGorilla,Epic Furries,12,8,356,5
446,clayhoadley,Watertown Sword Guys TBD,12,8,628,16
447,VinnyNC,Charlotte Crackers,12,9,666,10
448,suparyan4727,Yakima Bears,12,10,610,26
449,AlbertPujols,Rosarito Ranas,12,11,461,11
450,JFP,Monroe Braves,12,11,986,7
451,gpiazza,Denver White Elephants,12,12,682,6
452,IceFox,Jeju City Foxes,12,14,516,15
453,Harumf,Borders Scots,12,16,910,7
454,dhornermb,Country Clubbers,12,17,1006,16
455,sdkick,Interlachen Anglers,12,18,1584,5
456,mick1027,Shawnee Silver Sox,12,19,1590,19
457,swgalaxy,Scruffy Nerf Herders,12,20,1813,8
458,imwarden,Red Dirt Cowboys,12,21,1421,16
459,Blazeswim,Crown Point Corn Dogs,11,4,130,3
460,MattyGVT,West Palm Sharks,11,6,307,12
461,tommcaudillo,The Black Freighter TBD,11,8,764,23
462,thegreatbambini,Roselle Rockets,11,10,559,12
463,psyro23,Statesville Shadowcats,11,13,1105,13
464,piemeister,Gloucester Township Goblins,11,16,1080,17
465,jimsteele1020,Buckeye Bombers,11,16,1241,15
466,AnthonyP,Steady Swing Centurions,11,17,1246,19
467,Citidream,Northville Stallions,11,18,1115,21
468,Fred_Beretta,HickoryHoller JayBirds,11,19,984,8
469,gabeeg,Fancher Creek Giants,11,21,856,13
470,SirFozzie,Boston Wombats,11,21,1487,13
471,Cosmey5,Beaver Dam Beavers,11,22,1512,6
472,BeaconHolder,Hesperia Elephants,11,29,2230,17
473,mcolhoun2,Doug Flynn Era TTC,10,1,8,8
474,krap6,Ocean Pines Pinenuts,10,4,254,8
475,willnick,Warner Robins Demons - HotL,10,5,246,13
476,FoolsErrand,Dock Ellis Day-Trippers,10,5,503,12
477,oaky,Ye Ye,10,6,516,14
478,duckworth92807,So Cal Spicy Srirachas,10,8,376,13
479,rhammondinho,Milwaukee Milkmen,10,8,567,10
480,Gabagul,Taylor Ham Sandwiches,10,9,516,25
481,famarte,Cibao Aguilas,10,9,573,20
482,campbell1112,New Platson Grand Petites,10,12,559,16
483,Dylan1990,Deep 13 Mad Scientists,10,12,688,8
484,Dbrose1300,Conejo Valley Rabbits,10,13,602,18
485,awful021,Portland Crows,10,14,907,23
486,mjs2309,Kansas City Kings,10,16,1390,23
487,arizonaone,Indiana Rhubarbs,10,17,680,14
488,kgriffin44,Brethren Bobcats,10,19,1576,11
489,jkmoney044,Fresno Fupas,9,3,162,9
490,seraphucked,Summerglen Seraphs TBD,9,7,373,39
491,PhillyTB13,Philly CheeseMisteaks,9,8,492,15
492,jjhels,OKC Black Bears,9,9,775,20
493,Moankeymage,New Orleans Voo Doo,9,10,679,26
494,RalphKraft,Topeka SOX,9,10,691,18
495,geysers,Tuscaloosa Thunderbirds,9,10,874,31
496,austin09,Presidential Naptime,9,11,678,14
497,krx929,Pennsylvania Quackers,9,12,993,21
498,mikescott25,Kentucky Headhunters,9,14,844,16
499,Expos1969,Lachute Laurentides,9,19,1604,18
500,Baggers,Bagtown Blues,9,20,1580,23
501,NoahRoman12,Hononegah Hornets,9,27,1877,15
502,TheMcMani,Merrick Mayhem,8,4,115,10
