//Rank,User,Team,Points,Played,Combined,Best
40,JimmyJazz,Greystones Finches,137,34,1567,1
41,gpiazza,Denver White Elephants,136,40,1409,1
42,seraphucked,Summerglen Seraphs TBD,130,53,2057,1
43,Jacket1515,Sixes Tornadoes,130,65,2667,1
44,IJCrichton,Beckington Badgers,130,80,3545,2
45,clayhoadley,Watertown Sword Guys TBD,129,38,1781,1
46,J1A19P5,Calgary Vipers,128,73,3054,3
47,jspy83,Houston Swangas,127,62,2210,1
48,cwhitman,Castroville Mashers - CG DCFC,125,32,1139,1
49,BrueskeGoat,Wauconda Black Panthers,124,41,1225,1
50,Buchs76,Atlantic City Trash Chickens,115,30,794,1
51,chicoguilbault,Colt Pythons,111,81,3225,3
52,noragar,Alexandria SafeZone,109,59,2384,2
53,Eltoasto,Shibuya Shredders - GH,108,36,1095,1
54,hotroute07,Telluride Giants - CG,105,21,768,1
55,ItsHellboy,Sacramento Tuxedos - CG,105,29,1190,2
56,Duncaroo,West Hartford Max Oysters - CG,105,42,1716,1
57,willsmithrakes,San Leandro Barbosas,105,44,1230,2
58,BrenFoxes,Brenham Foxes,105,69,2711,1
59,gocanes1962,PSL Hurricanes,104,17,643,1
60,willnick,Warner Robins Demons - HotL,104,37,1562,1
61,BThom,Ann Arbor Blue - CG,102,18,745,1
62,BillPitt37,Bethlehem BP-37 Bombers,102,39,1488,1
63,dsslow,Diablos Rojos del Mexico,102,51,1882,1
64,chartle85,Clear Spring Blazers,102,51,1948,1
65,lexmoose,Blanton Bourbons,101,42,1824,2
66,Evilbert103,Orlando Heatstrokes,101,79,3933,4
67,spatrick4,Freedom Grabbers - HotL,100,15,485,1
68,bierhoff00,Texas Briskets,100,42,1421,2
69,joshparkin,MBQ Warriors,97,42,2001,3
70,Carini_Harpua,Gamehendge Lizards - HotL,94,27,1095,1
71,BusterGrey,Seattle Stealth,93,18,426,1
72,RoJo,Mount Pleasant Mounties,93,37,1903,1
73,EricByrnes,False Hustle,93,42,1617,4
74,atomzero,Normal Night Owls,93,52,2393,2
75,Beckdawg,Charlotte Sundevils - CG,92,27,912,3
76,sprdelfin,Colorado Avalanche,92,28,1154,2
77,jawa42,New Haven Corsairs,92,55,2817,1
78,Beezei,Arizona Desert Dirt Bags,90,37,1106,2
79,Plopper,Failure At Launch TTC,89,69,3280,3
80,JediRoninX,Jacksonville Rainstorm,87,37,1699,2
81,TheNano74,Albuquerque Balloonists - PCK,87,100,3718,4
82,CAMELSBACK,Venus Flytrap,86,20,256,1
83,dylanb29,London Knights,85,45,1871,2
84,kenr48,To Hit or Not to Hit TTC,85,66,2385,3
85,flyingsq,Richmond Assassin Squirrels,83,80,4216,3
86,dadmetalbod,Mt Etna Hotter Otters - HotL,82,17,262,1
87,Itealo55,Itealo GameGetters,82,22,661,1
88,hdpoe,Boxted Thunderbolts,81,23,758,1
89,shift3d,Winnipeg Brew Jays - HotL,80,25,780,2
90,dmacgreg,Gonzaga Bulldogs,80,37,1730,2
91,JoshJackson42,New England Bees,79,51,2366,4
92,Wheatchex,Wolcott Locomotives,79,58,2841,3
93,dougthecanuck,Greenisland Blue Jays,79,60,2918,2
94,Lord2FLI,Bluff City Blues,77,17,758,1
95,mfentin21,Grapevine Velocity,77,22,558,2
96,drdavidold,Edinburgh Patriots,77,41,1347,1
97,cmalosh,Milwaukee Braves,76,20,510,1
98,ArtistRanger2,Toronto Terns PCK,76,50,2098,6
99,JimmyZ,Hamilton Big Red Sporeskins,75,49,2685,2
100,gustoes,Looking Glass Loopers TBD,74,39,1907,4
101,BradChampion,Worcester Boys of Somers,73,32,1553,1
102,hipandkneedoc,Asbury Springboks,72,33,1813,1
103,ADifferentJason,Old Orchard Beach Parking Lot - HotL,71,39,1160,4
104,Hi_clutch,City Cows,70,27,1078,1
105,BearMountainX,Bear Mountain Bruins,70,30,1493,1
106,slimkibbles,Bora Bora Beach Bums,69,34,1229,2
107,cryptokurt,Bitcoin City Bulls,68,37,1380,2
108,famarte,Cibao Aguilas,68,39,2232,2
109,millerp16,Biloxi Shuckers,68,73,3181,4
110,CJStark,Cleveland Vulcs,67,18,599,1
111,JRobs42,Tewksbury Minutemen,67,35,1894,3
112,jadrien1,jadrien1 no problem,67,47,1874,2
113,fotmb,Thixton Misers,67,56,2693,6
114,Whackamole,Homeless Emperors PCK,67,70,3847,2
115,lordkrystic33,Edmonton Lake Monsters,66,34,1138,1
116,Skyrolla91,Portland Grizzlies - CG,65,17,739,3
117,ntorsky,Door County Dockers,65,36,932,3
118,Rob_Deer_in_the_Headlights,El Paso Preguntas,64,27,1373,1
119,Buckeye,Columbus Evil Squirrels,64,35,1366,1
120,agile,Chicago Exploding Whales,64,61,2577,4
121,mcreynoldsam,Rockwall Winguts,63,18,748,1
122,MadMatt,Durham Los Toros,62,17,877,3
123,kdwayne,Lexington Minutemen,62,34,1747,2
124,Warfsu,Gettysburg Warriors,61,25,877,3
125,baseballjuice4254,East Troy Trojans,61,26,1614,2
126,dhornermb,Country Clubbers,61,35,2018,2
127,Constabie,Numenor Faithful,61,40,1399,1
128,Hensword,Kolnes Eagles,61,50,2552,4
129,chewythewookie,Detroit Wookies PCK,61,91,4388,4
130,TeddyO,Joe Buck Yourself,60,25,783,2
131,Masten19,Yekaterinberg Yaks,60,32,1240,1
132,SirFozzie,Boston Wombats,60,59,2898,2
133,yankeecpt,Syracuse ShortBus,60,64,3290,2
134,dgray4l,Homestead Grays - HotL,59,23,1056,2
135,twinsfan,Everett Aqua Sox,59,30,1033,2
136,sdkoral,Bad Bunny Maranville,59,38,2176,3
137,KC_Royal_Red,Kansas City Smoke,59,57,2295,7
138,asb12,San Diego Anchors,58,12,688,1
139,AlbertPujols,Rosarito Ranas,58,31,1577,2
140,alexothegreat520,Hackensack Bulls,58,41,2278,2
141,rtoro6,Gastonia Peaches,57,24,1131,1
142,robadge,Dover Dandies,57,33,844,1
143,Masten,Edmonds Erasers,57,47,1891,5
144,hometownmarkup,Waltham River Otters,56,32,1869,2
145,suprmane,Susquehanna Soniqs,55,23,1298,1
146,tkinsherf,Boston Dash,54,15,379,2
147,arizonaone,Indiana Rhubarbs,54,25,794,1
148,jsitko2,Montrose Beach Piping Plovers,54,34,1669,2
149,bearpete,Philadelphia Oil Barons,54,35,1103,1
150,willhog,Englewood Pirates,54,36,1514,4
151,schmoova2,Ocean City Crab Rave,53,17,452,1
152,davidlopezh,Houston Flying Chanclas,53,35,1722,3
153,xiayun2024,NorCal CGE,52,14,646,1
154,chefkd3,O'block Scoundrels,52,24,1084,1
155,stl_jason,Waffletown Syrups,52,43,1875,2
156,Richter,Buhners Bombers,51,23,1044,1
157,aaronreilly3,Toms River Barons,51,26,1092,4
158,GypsySon,West Valley Wazzirds,51,29,971,3
159,cubbyfanboy,Sydney Whalers,51,41,1692,3
160,MetaDurden,Third Earth Thundercats - HOTL,50,24,1353,3
161,Raptor,Ogden Raptors - HotL,49,16,695,6
162,jrooney325,Hudson Railers,48,9,567,2
163,ChrisBT97,Welsh Dragons,48,34,1396,2
164,sourd99,New Planet Gophers TBD,47,7,154,1
165,ZadyJones,Zady Zadathans - 643,47,21,672,1
166,BigDingerman,Fort Erie Meteors,47,29,1576,6
167,Peakashoo,Seoul Dragons,46,8,307,1
168,frogboutique,Longmont Catboys,46,21,638,5
169,Warhawk,Arcadia Wyverns,46,28,1405,3
170,Jaultma2,Abbott Station Rail Riders,45,12,262,1
171,stevezog1,East Side Educators,44,22,1190,4
172,Huskies,Arizona Huskies,44,36,2172,2
173,trojanman,Everett Aquasox,44,39,1693,3
174,shadowlab2000,Shakedown 1977 Microbus TTC - HotL,43,22,656,3
175,Talonx,Mount Juliet Golden Retrievers,43,22,907,3
176,tonkmato,Tennessee Trash Pandas,43,54,2567,9
177,robgisbri2,Reston Blues,42,14,403,2
178,streamteam,Charlotte Dachshunds - GH,42,19,914,5
179,Spmartin1993,Columbus Fire Ants,42,22,1220,4
180,netherwarden,Moria Miners,42,31,1304,2
181,mfaybik,Faybik Narwhals,42,35,2318,3
182,Engra0061,Brooklyn Tip-Tops,42,37,1963,3
183,sfj,Jacksonville Leafs,41,10,280,1
184,mjtebo,Madison Mohicans - CG,41,16,331,1
185,wheresscott,New Jersey BC PCK,41,22,680,6
186,duckworth92807,So Cal Spicy Srirachas,40,13,867,1
187,bb5,Antarctica Penguins,40,17,937,3
188,HarackPhoto,Westerly PauseOx WlyPox,39,16,886,3
189,bdcable2,Cibolo Packsters PCK,39,18,512,4
190,PlayersToBeNamedLater,Sterling Park Commodores,39,25,1355,5
191,borischarly,Chilliwack Chiefs,38,17,636,2
192,geysers,Tuscaloosa Thunderbirds,38,22,963,5
193,SouthSideDP,Leland Lefties,38,31,1095,3
194,chelsea0011,Rockland Surf,37,17,829,2
195,corbino77,Moncton Mosquitos,37,27,1563,2
196,thegreatbambini,Roselle Rockets,37,39,2181,8
197,mikescott25,Kentucky Headhunters,36,14,896,5
198,Substituted,Chicago Gamblers - GH,36,19,739,2
199,JPSwanson91,Ridgefield Resistance,36,20,634,4
200,KoreanExpress,Magnolia Campfires,36,23,1153,8
201,beaureese,Charlotte Phighters,36,26,1430,8
202,MonsterMasher5,Guelph Gryphons,36,30,1627,5
203,madmask,Myrtle Beach MaskMen,34,15,334,5
204,dhennes1,Fayetteville Firestorm-HotL,34,18,552,5
205,hppppy,Lindy Hops,34,19,643,3
206,CT97,Cymru Crushers,34,32,1595,5
207,Anteaterpadre,Miramar Flying Tigers,34,37,2218,4
208,gocanes1962t4,Little Creek Hurricanes PCK,33,16,558,2
209,foghorn33,Strathroy Royals,33,21,707,2
210,TheMcMani,Merrick Mayhem,33,23,1074,4
211,Summit39,Burlington Bees,33,30,1616,7
212,dougdascenzo,Fletcher Froggers,33,43,1679,2
213,MalRn,MalReynolds Brownshirts,33,67,3322,8
214,rpatti47,Jersey Devils,32,28,1546,4
215,kmacdonald,Almont Boiler Makers,32,36,1780,6
216,celeryman,Bay Area Botanists F2P,32,42,1436,5
217,ptotherizzo,Toronto Baccalas,31,20,762,4
218,junghwaowh,Andong Samsung Lions,31,21,651,5
219,MikeS1963,Mason Comets,31,28,1638,3
220,Guancous,Silver Spring Gazebos,31,34,1742,5
221,chessafari,Charbonneau Lynx,30,10,463,2
222,MattyGVT,West Palm Sharks,30,18,468,6
223,CoachRuffy,St. Kitts Sand Gnats,30,23,888,3
224,Karlzab,Lamigo Monkeys,30,24,1199,6
225,Totaro,Kotonoha Akanetics,30,33,1917,12
226,GrooveJedi,Johnstown Squatch Nationals,30,42,1847,5
227,FongQ,Taiwan No.1,29,16,884,2
228,RalphKraft,Topeka SOX,29,31,1952,9
229,josh111,Camden Curve,28,19,748,5
230,pray_for_pray,Guro Gunslingers,28,22,882,3
231,TheTyler,Boston Shamrocks,28,23,917,10
232,WizardOfMaahs,Nickel Slots And Crock-Pots,28,23,1261,6
233,Consign,Reisterstown Orioles,28,25,1290,7
234,Primo_Fizz,Scottish Claymores,28,28,1410,5
235,moses_k,Cincinnati Melodies,28,30,1000,5
236,richgrisham,Billy Strings,27,20,686,3
237,Cornelius,Kendall Diamond Cats,27,20,1201,3
238,maparrish,Hershey Hammerheads,26,2,41,1
239,drdynastic,Red Rock Live TTC,26,20,600,4
240,RoutineFly,Sioux City Sues,26,21,1105,6
241,apkaufman,Cleveland Fighting Walleye,26,38,2167,11
242,Kyllen,Washington Border Collies,25,9,246,3
243,trod,Freedom Grabbers - HotL,25,20,585,8
244,RANGERS1030,Absolute Units,25,20,1331,8
245,TinkerEversChance,Chi City Ballerz,25,22,1309,9
246,Junasox,Montrose Cobblers,25,26,1247,10
247,Bigphatman87,Brentwood Guggenheims SoM,24,9,304,2
248,MJBreit,Tulsa Doom,24,10,172,7
249,Blacktrip,Beaverton Black Wolves,24,14,499,6
250,n8kat,Tradewind Tides,24,18,1429,5
251,aarona,Olathe Trailblazers,24,19,617,8
252,jeeplj,Lynchville Mobster,24,20,1184,8
253,kgriffin44,Brethren Bobcats,24,22,776,8
254,naede,Imatra Pallo-Veikot,24,26,1486,6
255,Leif2022,Minneapolis Millers,24,34,1710,8
256,Haijopai,Dickshot's Dugout,23,20,727,3
257,jjh471,Connecticut Not Loud People,23,25,1400,13
258,rvd887,KR Royal Chanels,23,28,1673,18
259,CaseyP,Henerville Hippos,22,6,308,13
260,grizzzz,Buffalo Bisons,22,11,306,3
261,GoClippers,winning winners,22,12,277,4
262,InterestingGames,Interesting Games Interesting,22,14,486,4
263,rwd072059,Dothan Peanuts,22,18,1219,6
264,yetibon,Napoleon Bonapartes,22,20,970,6
265,username0251,Cudahy Day Drinkers,22,20,1399,17
266,vthokie2012,West Palm Beach Bingo Stars,21,8,241,2
267,andhud,Angkor Koupreys,21,8,657,4
268,Gabagul,Taylor Ham Sandwiches,21,9,259,4
269,Centre,Washington Bishops,21,10,550,4
270,Lowlyworm,Lowlyworm's Apple Car,21,11,357,3
271,Zeke,the knight go packers,21,13,720,15
272,BadSpeeling,Lil Dicky Fanclub,21,15,498,5
273,stevez57,Philadelphia Fighting Zs,21,21,803,8
274,Karamba88,Krakow God Honour Fatherlan,21,24,1095,10
275,Elite_Czar,Lawrence Lions,21,24,1533,9
276,crouton215,Chicago Crouton Crushers,20,7,421,6
277,geno36,BunDang TyChe,20,10,503,8
278,IceRayn5,Camjaveratyn O-Forge,20,15,824,2
279,miketho22,Bend Buzzboys,20,16,524,8
280,11wagnerl,Fairview Knights,20,21,1030,5
281,Mikekem,Pasadena Wild Things,19,10,268,7
282,Undrdog44,Stanislaus Rock-a-Chaws - GH,19,10,373,5
283,the_k_man_3,Aumsville Addicts,19,11,357,4
284,twinndaddy,OBX Waveriders,19,16,1285,9
285,silverkhawk,Wilson Horns,19,26,1046,6
286,Yeen,Munich Black Cats,19,27,1340,7
287,dshaw47,Timbuktu Blues,19,27,1736,14
288,Happypg,Lacoochee Mudcats,19,28,1363,10
289,ArtistRanger,Retro Birds TTC,18,2,15,2
290,mv1234,Phoenix Mango Slush - HOTL,18,4,431,5
291,ianofalltrades,Paso Robles Powerhouse,18,7,630,3
292,solorush,Sammamish Totems,18,11,167,5
293,zrog2000,Apex Predators,18,11,334,8
294,Lach,Mooresville Devils,18,13,477,3
295,amjohnso,La Crosse Lumber Puppies,18,13,691,10
296,bdbk85,Columbus Crimson,18,16,543,7
297,psyro23,Statesville Shadowcats,17,4,103,2
298,404found,Phoenix Rebrand 5,17,5,299,6
299,Reidwk,Lakeland Titans,17,6,523,10
300,Donruss87,Alcatraz Jacks,17,8,411,4
301,mraudit,Meaty Oakers,17,11,299,5
302,Rathier,Wasteland Outlaws,17,13,409,6
303,Burro317,Portuguese Raging Chickens,17,13,478,3
304,danielsonmanlet,Atlantic City Surf,17,15,412,5
305,Thedeityofice-PCK,Pittsburgh Ironmen - PCK,17,17,1378,15
306,mrcollins18,Haverhill Hillies,17,19,1014,5
307,AdmiralBertTruth,Lemoore LeMonsters,17,19,1085,13
308,pakardian,Genericsville Generics,17,24,945,6
309,Tvbona,Goshen Fighting Maple Leafs,17,27,1361,8
310,golfhog44,Kenny G's Saxophones,17,28,1369,12
311,Fheee,Huntsville Sweet Biscuits,17,42,1717,9
312,hossrulz,Compton Chronic,16,4,419,2
313,BakerDan,Thedford Lumberjacks,16,9,312,4
314,tommyhoogy,Puget Sound Giant Pacific Octopi,16,9,939,7
315,jayz,Hyannis Harbor Hawks,16,14,451,8
316,rrajeevy,New York Jackhammers,16,15,928,10
317,rokular01,Youngstown Ironmen,16,16,658,4
318,fedtero25,Global Rippers PCK,16,17,568,7
319,Dylan1990,Deep 13 Mad Scientists,16,18,688,8
320,DocBear,Knockemstiff Golden Horde,16,18,730,5
321,Kebort31,French Creek Valley,16,20,856,4
322,thaines,Jamestown Highlanders,16,21,852,5
323,hui,Taiwan Taipei,16,21,1059,8
324,Mazten,Sultan Swats,16,23,1071,11
325,jjhels,OKC Black Bears,16,29,1328,13
326,bryce_harper_3,Chicago Commies,16,32,2316,9
327,Xtoforas,Breslau Binturings - HotL,15,7,639,7
328,stoli314,Charleston Dirty Birds,15,10,509,8
329,Darkshark17,Detroit P.C. Express,15,11,473,8
330,Dawgz,Tequila Mockingbirds,15,12,438,5
331,timomouse,Sandy Bees,15,12,562,11
332,vivmeep,Tuskvale Mammoths,15,13,515,3
333,lightmoon,Spite Store Hoot Owls,15,15,1113,16
334,littleMAC77,Liberty Express,15,18,849,10
335,Dono43,Corio Tigers,14,4,87,4
336,thatsmyboye,Scranton Parade Days,14,5,124,3
337,txtomster,Anderson (TX) Red Raiders,14,7,284,8
338,jrynmac,Queso Cats,14,7,440,2
339,TheGreatBambi,1st Class Millionaires,14,8,709,5
340,Grinchful,Houston Harambanators,14,9,198,3
341,Areme,Costa Rica Coconuts,14,9,829,7
342,StoneyPenguin20,Lincoln Mets,14,10,529,9
343,justinthenavy,Bloomingdale troopers,14,12,455,8
344,MikeBatesTWIBH,Iowa City Prairie Rats,14,12,665,8
345,ThoughtsofSeb,Westchester Warriors,14,12,678,4
346,huntedsours,Seoul Heroes,14,12,1057,17
347,Madskillz77,Lake County Captains,14,13,431,6
348,Feffer,Sack of Wet Mice,14,13,462,7
349,ChinoVot,Madison Monsters,14,13,875,12
350,downpat75,Idaho Taters,13,6,178,3
351,Masonw,St. Louis Black Cats,13,13,504,6
352,ssuldae,BUSAN BLUE JAYS,13,17,739,8
353,b30b30,Santiago Caballeros PCK,13,18,1407,27
354,qm3125,Dungeon Meshi Marcille,13,21,1345,27
355,tmid,Denver Boomers,13,27,2059,8
356,rfgh2020,Daegu Pilots,12,3,270,19
357,jfoll273,iLLadelphia Angels,12,4,114,10
358,hughhudson1115,Chicago Dino Nuggets,12,5,124,16
359,jvanwinkle72,Jacksonville Cardinals,12,7,698,7
360,rhammondinho,Milwaukee Milkmen,12,8,672,9
361,JHenryWaugh,Monterey Ostriches,12,9,517,4
362,jays4life,Montreal Expos,12,10,666,14
363,MattHart11,Appleton Fire Ants,12,16,983,16
364,cjens,SLC Punks,12,17,297,7
365,Clutschman,Alpine Strangers,12,17,1473,16
366,robertcat,Denver Highlanders,12,18,744,6
367,textilemonster,Kokomo Automakers,12,19,1191,9
368,DanielBougi,Ostrava Arrows,11,2,42,3
369,atwarren44,Transylvania Counts,11,4,235,6
370,Calis,New York Brownies,11,6,174,8
371,Crazy8,Gandalf's Gryphons,11,9,584,18
372,Dernatron26,Hobbiton Hobbits,11,10,368,5
373,IceFox,Jeju City Foxes,11,10,604,8
374,Vipdad420,Berlin Speed Dealers,11,11,453,4
375,pwney,Big Memers,11,12,447,6
376,thatllhappen,Vista Views,11,12,882,16
377,JAtlas,Vero Beach Screwballs,11,13,946,16
378,Cosmey5,Beaver Dam Beavers,11,13,1085,20
379,NoahRoman12,Hononegah Hornets,11,15,818,18
380,CoachRuffy-ALT-1,Niagara Falls Wooden Barrels TTC,11,17,619,12
381,googs78,Allegheny Foresters,11,19,757,13
382,PlayBall2020,Toledo Mighty Hens,11,19,772,9
383,oldbustedjorn,Tatamy Geckos,11,19,1697,20
384,redtoss,RETO Dragons,11,25,1265,7
385,dag,Chicago Rat Finks,10,1,5,5
386,AW13,AW Bees - GH,10,1,7,7
387,AGordon1109,Grace Os,10,2,69,5
388,Scalette,Louisville Cats,10,2,85,4
389,ScottyW,Cleveland Commodores,10,3,48,8
390,lewis1985,Scuderia Ferrari,10,3,104,7
391,ItsLolgical,Siloam Springs Brookrunners,10,4,100,6
392,eggplantparmesan,Eggplant Parmesan,10,4,209,19
393,ssanger1974,Southside Hitmen - HOTL,10,4,313,12
394,moggsy,Reno Raccoons,10,7,278,6
395,bwsf93,Newington Nightmares,10,7,391,15
396,art331,Gotham Rogues PCK,10,8,249,8
397,jsitko,Pulaski Pils,10,13,551,21
398,VinnyNC,Charlotte Crackers,10,13,962,16
399,zukus,Weavers Tomato Plants,10,16,515,10
400,Hellslegion88,Outer Rim Purrgil,10,16,596,9
401,sm6986,Rajasthan Rifles Rifles,10,20,1531,13
402,Nsigg15,Madison Mallards,10,23,1091,10
403,ncc2000,Flint Tropics,9,5,314,12
404,RealVanillaGorilla,Epic Furries,9,7,239,9
405,sean11g,Orlando Dreams,9,7,624,15
406,oaky,Ye Ye,9,7,689,19
407,owenthejammy1,Moonsault Collective MCs,9,8,560,9
408,james4112,Trois-Rivieres Red Rhynos,9,8,610,12
409,DGoist,Cranberry Crushers,9,9,347,8
410,Nex,Panglao Tarsiers,9,10,304,11
411,ThePhantomPoo,Aurora Angels,9,10,653,10
412,populargoat,Merritt Island Yachters,9,12,801,10
413,PSYCHOG,Fishhawk Freedom,9,13,605,9
414,crouton1971,Tennessee Tornado Bats,9,13,1137,10
415,johngon,LAKE JACKSON BIG STICKS,9,15,637,14
416,goldenvides,Halsted Hams,9,15,1141,14
417,drshuey,Zanesville Greys,9,17,726,7
418,slipperyfish,Arkham Horrors,9,45,2493,16
419,pken6,Cobham Musketeers,8,3,50,6
420,krap4,Salisbury Wild Riders,8,3,59,8
421,Infractor,Halifax Citadels,8,4,326,26
422,BeatleBoy911,B-Town Nasty Boyz,8,5,478,9
423,Chappel27,San Francisco Seals,8,6,365,9
424,Dbrose1300,Conejo Valley Rabbits,8,6,371,8
425,Ballspiker,Bainbridge Badasses,8,9,152,5
426,profoundity,Saitama Nandemo,8,10,676,13
427,randalld,New Barn Spartans,8,10,722,17
428,Razorstackz,Razorstackz Razor,8,13,705,12
429,awful021,Portland Crows,8,13,1056,21
430,Housebuster,Charlotte Horsemen,8,14,780,16
431,SamwiseGanja,GreenBowl Packers,8,19,1077,10
432,kjs97,Aurora Highlanders,8,21,1570,20
433,bwburke94,Burke Lookouts,8,22,1403,17
434,bea940,Salem-Keizer Volcanoes,8,24,1457,16
435,Powser005,Vancouver Timbers,7,2,16,3
436,Perfect_Succubi,Philadeplia Perfect Succubi TTC,7,2,37,7
437,drfoodstuff,Ottawa Pitch Perfect,7,2,157,31
438,KRAP2,Hersham Horned Frogs,7,3,53,13
439,DodgeeBaller,Dodge City Dynamos,7,3,122,13
440,krx929,Pennsylvania Quackers,7,6,460,11
441,jk11,Orlando Blue Waves,7,7,741,19
442,yazfan67,Westborough WooSox,7,8,647,16
443,Blutester1959,Taylor Street Lappers,7,13,849,8
444,Joshography,- I GOT YOUR SIX - - IGY6 -,7,14,542,12
445,Harumf,Borders Scots,7,14,572,15
446,Jhaelen,Milwaukee Milkmen,7,15,950,13
447,Dal8847,Grand Rapids Warriors,7,22,1117,9
448,Nelmit,Matagorda Bay Tides,6,1,7,7
449,RAM24,Blackstone Miners,6,1,11,11
450,eddienwonton,Alhambra Moors - HotL TTC,6,1,12,12
451,ZIZOUJUVE21,Aliquippa Quips,6,1,26,26
452,Sandmd1,Encinitas Rockfish,6,1,28,28
453,RayChandler,Sternwood Chauffers,6,2,65,5
454,Ftbls31fan,Kodiak Chiefs,6,3,267,11
455,Monopole,Medford Mallards,6,4,145,7
456,Kalohn,Mirabel ExNats,6,4,181,25
457,MemeManFlan,Fitchburg Falcons,6,4,697,16
458,Momosomi,Seoul Super Stars,6,5,370,7
459,JSW123,Melbourne Criminals,6,6,259,18
460,jsitko1,Belmont Biscuits,6,6,527,10
461,doc,K-STATE BATCATS,6,7,276,21
462,APB1990,Newcastle Magpies,6,7,633,10
463,derekofferman7,Bonds Barry Bonds,6,9,501,10
464,PAF,Gladstone Athletics,6,10,470,13
465,chrisfeeley,Bramley Moor South Stand,6,19,833,20
466,nmize0,Kansas City Sloppers,6,20,803,17
467,MaxLP80,Bonney Lake LPs - GH,5,4,192,12
468,fotop,Southside Hitmen,5,6,238,18
469,Cajun007,Prarie Cowboys,5,6,377,20
470,Crimson,Mississauga Maple Trees,5,6,540,18
471,codyjwertz,Duluth Deviled Lettuce,5,7,697,35
472,sean11k,Las Vegas Gamblers,5,7,883,23
473,RyanHall,Oceanside Baseballroos,5,9,766,36
474,selmes12,Jager Meisters,5,11,773,22
475,yodaslayer24,No money spent 100 completion,5,14,586,16
476,SNHED,Starfleet RedshirtsPCK,5,15,602,21
477,Citidream,Northville Stallions,5,26,1963,13
478,DNX,North Dakota Fighting Sioux,4,2,167,48
479,Butta2050,Bellingham Legends,4,3,74,9
480,bigchief888,Eden Prairie Eagles,4,3,93,13
481,QuC,Santa Barbara Golden Gophers -BFF,4,3,117,11
482,shaderaith,Poulsbo Vikings,4,4,222,11
483,SOdette,Asheville Skydogs,4,4,261,15
484,paochs,The Lou Blues,4,4,411,9
485,brian1zvx,Raheny Robins,4,6,208,17
486,stephenwdavis,Reno Rhinos,4,6,247,16
487,setzer42,Idaho Spuds,4,6,296,16
488,piemeister,Gloucester Township Goblins,4,6,301,30
489,x23jE,x23jE x23jE,4,6,353,26
490,CloveDistrict2,Paris Armada,4,6,498,31
491,Airon89,THE Ohio Glory,4,6,596,14
492,The-Answer,Anaheim Angels,4,8,767,11
493,Tom88,Krakow Hussars,4,8,920,24
494,ConnorMcCleod,Pittsburgh Cap with Egg,4,9,365,9
495,KINGLORDBOT,California Ragebaiters,4,9,389,13
496,Gnoozhe,Buhl Awesome Snakes,4,12,1249,22
497,bullforce,Sandusky Bullforce,4,18,1077,28
498,Fred_Beretta,HickoryHoller JayBirds,3,1,8,8
499,mastastanza,Maryville Isotopes,3,1,14,14
500,heinrich_wilhelm,Atlanta Combine,3,1,21,21
501,redsoxfaithful,Charlotte Aviators,3,1,25,25
502,ErieGM,Erie Seawolves,3,1,27,27
