//Rank,User,Team,Points,Played,Combined,Best
79,ErieLive,Montreal Expos TTC,139,86,5422,2
80,zevus,Tyler Trout,138,44,2324,1
81,BusterGrey,Seattle Stealth,138,49,2601,1
82,aarona,Olathe Trailblazers,138,83,4983,1
83,bullforce,Sandusky Bullforce,136,62,3815,2
84,Sand,Powerful Tulips,136,70,4152,3
85,statsmonger,Punxsutawney Deja VU,135,49,2460,1
86,Duncaroo,West Hartford Max Oysters - CG,135,50,1813,1
87,RTR1776,Kansas City Torrent,134,49,1592,1
88,howski3318,HWood Griffins,132,31,1231,1
89,Kalohn,Mirabel ExNats,131,54,3468,2
90,ItsHellboy,Sacramento Tuxedos - CG,131,55,2032,2
91,philo1,Grover Beach Grouches,130,35,1244,1
92,fedtero25,Global Rippers PCK,129,75,4256,6
93,eamuscatuli,Prestige Worldwide,128,51,3117,1
94,leonardian8,Real Intered Workers,128,57,3836,1
95,roushac,North American 20 and 30 Somethings,127,45,1236,1
96,Buckeye,Columbus Evil Squirrels,127,50,3488,1
97,snorlax23,Everett Aquasox,126,22,912,1
98,saracen31,Split Squid,126,66,4185,2
99,thirdteam,Winnipeg Blue Bombers,125,54,2638,3
100,dhennes1,Fayetteville Firestorm-HotL,124,59,3257,1
101,kgriffin44,Brethren Bobcats,124,74,3471,2
102,sam10gle,Evermore Larpsharks,122,50,3090,1
103,MattPhilpott,Firestone Murderhawks,122,56,1767,1
104,zpronouncedzed,Hardware City Rock Cats,122,83,3119,5
105,Dewey217,Knoxville Vulcans,121,42,2327,1
106,PooleParty,Tulamben Liberty,119,55,3829,1
107,xero1986,Clarington Coyotes,119,65,3232,1
108,MajorWager,Amish Adjacent Time Travelers,119,78,3422,1
109,amjohnso,La Crosse Lumber Puppies,118,33,1728,2
110,kdwayne,Lexington Minutemen,118,55,2525,1
111,Dalepoint,Lake County Captains,118,91,5811,6
112,Robman711,Milwaukee Bulletts,117,69,4426,5
113,googs78,Allegheny Foresters,117,89,4853,2
114,TeddyO,Joe Buck Yourself,116,67,3380,2
115,Jackphoenix,Tardis City Doctor Who,113,22,881,1
116,ArtistRanger,Retro Birds TTC,113,58,2815,1
117,mofk,Kim Hyeseong Abs,113,66,3180,1
118,Calis,New York Brownies,113,68,2430,3
119,nmize0,Kansas City Sloppers,113,82,3762,1
120,tfc3rid,Ridgewood Broncos,111,57,3297,5
121,Placentaur,Bushwick Performative Males,110,49,2778,4
122,Peakashoo,Seoul Dragons,110,62,2610,1
123,mjtebo,Madison Mohicans - CG,109,33,1263,2
124,daVols,Vols Deep,109,42,2612,3
125,swgalaxy,Scruffy Nerf Herders,107,36,1980,1
126,willnick,Warner Robins Demons - HotL,107,39,1993,1
127,Haijopai,Dickshot's Dugout,107,78,4399,3
128,Buchs,Orlando Citronauts PCK,106,23,977,1
129,stevez57,Philadelphia Fighting Zs,106,67,4150,1
130,dstaley,Guerreros de Oaxaca,105,31,1859,1
131,vthokie2012,West Palm Beach Bingo Stars,105,60,3689,2
132,reevesa01,Lynnwood Pogos,104,46,1919,2
133,robgisbri2,Reston Blues,103,40,1703,2
134,ksando,San Diego Wombats,103,57,3578,2
135,Tatu,Warner Robins Demons PCK-HotL,102,36,1896,2
136,KyKy,Bethesda Labradors,102,56,3822,2
137,Baggers,Bagtown Blues,102,64,4388,2
138,dbberg,Puyallup Fair - HotL,101,42,2534,1
139,gfunky24,Tippecanoe Terrors,101,55,2607,1
140,JHenryWaugh,Monterey Ostriches,101,57,4057,1
141,schmoova2,Ocean City Crab Rave,101,74,4663,1
142,nevermind,Oslo Fightin' Vegans,100,17,718,1
143,nyny,New York Metrokees,98,42,2463,1
144,DSLFC,Liverpool Reds,97,42,2528,1
145,WiggsWearsWigs,Taichung Rock,97,53,3352,2
146,BadSpeeling,Lil Dicky Fanclub,97,65,3955,5
147,wheresscott,New Jersey BC PCK,97,89,5202,6
148,ricktheruler76,Freedom Grabbers - Hotl,96,25,1348,2
149,BThom,Ann Arbor Blue - CG,96,37,1963,3
150,hauteguy,Santa Monica Haute Guys,96,38,1927,3
151,username0251,Cudahy Day Drinkers,96,45,2773,3
152,spatrick4,Freedom Grabbers - HotL,95,24,833,2
153,gpiazza,Denver White Elephants,94,31,1819,1
154,Centre,Washington Bishops,94,45,2850,2
155,drshuey,Zanesville Greys,94,71,3630,4
156,hughhudson1115,Chicago Dino Nuggets,93,44,2537,2
157,galiotta,Ludvika Jammers,92,39,1177,1
158,celeryman,Bay Area Botanists F2P,92,42,1284,1
159,shift3d,Winnipeg Brew Jays - HotL,92,46,1609,3
160,Suds008,Kemptville Chickens,91,39,2251,3
161,AW13,AW Bees - GH,91,41,1675,3
162,CurlingPDX,Hooked On Streamer Phonics,89,27,1547,1
163,SushiMcMochi,Low Diamond Phillips,89,43,2822,1
164,68pirate,Central Kentucky Pirates,89,67,4474,4
165,DarylUCLA,UCLA Bruins - BFF,88,37,1615,1
166,dsslow,Diablos Rojos del Mexico,87,25,1062,1
167,DDawson1990,Exeter Padres,87,42,2440,4
168,Vipdad420,Berlin Speed Dealers,87,56,4187,1
169,sprdelfin,Colorado Avalanche,86,35,1546,1
170,Madskillz77,Lake County Captains,86,72,4631,6
171,astory2go,Rock County Stratocasters,84,17,909,1
172,qwerty12345,Chester Surge,84,21,1061,2
173,Dbrose1300,Conejo Valley Rabbits,84,21,1149,1
174,dougdascenzo,Fletcher Froggers,84,37,2372,1
175,art331,Gotham Rogues PCK,84,42,2250,3
176,maparrish,Hershey Hammerheads,82,28,1315,1
177,gocanes1962,PSL Hurricanes,81,24,747,1
178,owenthejammy1,Moonsault Collective MCs,81,39,2406,1
179,jdpelissier,Quebec Labrador,81,43,1371,2
180,Donlooky,York Revolution,81,73,5389,3
181,noryan34,Chargn Bison - HotL,79,21,1355,1
182,ksb501,Boston Red Sox,79,43,1406,2
183,jcsilk4,San Diego Dragons,79,51,3511,2
184,eatemuptigers,Motor City Kitties - HotL,78,37,2924,2
185,Erad,Kandy Kanes,77,28,1481,2
186,danielsonmanlet,Atlantic City Surf,77,31,1065,1
187,Lach,Mooresville Devils,77,50,3039,3
188,FoolsErrand,Dock Ellis Day-Trippers,76,21,1067,2
189,gorgo2005,Finneytown Flames - HotL,76,63,4577,5
190,Circus_Solly1,Brookhaven Barons,75,36,2214,2
191,weas,Norman Wild Dogs,75,64,4446,3
192,silverkhawk,Wilson Horns,74,34,2006,4
193,yuzuru4,SSG Landers,73,41,2452,2
194,RoteLaterne,Zwiesel Pandas,73,44,2893,4
195,Dono43,Corio Tigers,73,49,2368,4
196,Crazy8,Gandalf's Gryphons,72,38,2191,4
197,Loongod,Derwood Deer,72,54,3834,4
198,jsitko,Pulaski Pils,72,71,4245,3
199,balfazzar,Legends of the Devil Rays TTC,71,35,878,2
200,Succubus_Amber,Philadelphia Succubi,71,36,1904,4
201,ntorsky,Door County Dockers,71,36,2028,1
202,louisqzer,New York Blind Squirrels,70,42,3264,1
203,gcam62,Dirty South Hit Men,69,20,876,2
204,Cosmey5,Beaver Dam Beavers,69,28,1230,2
205,cacrowl,Normal Nighthawks,69,39,2039,3
206,Dread,Marble Mallards,68,17,831,2
207,stevezog1,East Side Educators,68,31,1635,1
208,lordkrystic33,Edmonton Lake Monsters,68,36,1637,3
209,tapemeasureshot,Sharpstown Bill Collectors,67,20,908,3
210,slider915,Middie Bears,67,20,1245,1
211,TheGoldenCrow,Star City Arrows,67,24,1374,4
212,scoufield4k,Bila Tserkva Hunters,67,25,1701,1
213,Laptophound25,Youtube Tutorials,67,37,1755,2
214,AnthonyP,Steady Swing Centurions,67,41,2211,3
215,PitVipers,Winona Lake PitVipers,67,43,2569,7
216,gocanes1962t3,Mayport Hurricanes,67,51,2180,5
217,El_Dirtbag,Long Beach Dirtbags,65,14,403,1
218,BteamBomber,Henry Murder Hornets,65,23,1415,1
219,mhilgenkamp1,Fremont Tigers,65,31,1741,3
220,bwede,Orange City Bright Sox,65,44,1515,1
221,Zooby2022,Tampa Bay Yankees 22,64,19,984,1
222,alesimeon,Perugia Warriors,64,27,756,2
223,AngusFrankfurter,Cherry Grove Lazer Raptors,64,30,1677,1
224,TeddyO3,Energy Efficiency,64,35,1675,5
225,redalligator,Late Capitalism Hellscape,63,16,724,2
226,mannyt,Roaming Rascals CG BFF,63,17,629,2
227,MattHart11,Appleton Fire Ants,63,22,1266,1
228,JPSwanson91,Ridgefield Resistance,63,65,4407,4
229,kinz8908,Loxicha Guerreros,62,13,456,1
230,djbutler,Terrordome Knights,62,22,1224,3
231,Circus_Solly,Patchogue Pirates,62,29,1616,4
232,283pro,Tokyo Shiny Colors,62,32,1940,4
233,bphilb,Sanford Riverwalks - GH,62,40,1686,2
234,jawa42,New Haven Corsairs,62,55,3725,6
235,bogieman,Mankato Cougars,61,19,1329,1
236,Pillowpants,New England Pillowpants,61,21,647,1
237,gocanes1962t2,Savannah Hurricanes,61,27,1061,5
238,frogboutique,Longmont Catboys,60,13,614,2
239,eddienwonton,Alhambra Moors - HotL TTC,60,21,1272,5
240,Summit39,Burlington Bees,60,24,1913,3
241,mrcollins18,Haverhill Hillies,60,34,2120,3
242,Cav2,Dazed Confused,60,49,3431,8
243,brix0900,Dresden Big D Dingers,59,14,333,1
244,yazfan67,Westborough WooSox,59,24,1423,3
245,JFP,Monroe Braves,59,26,1966,2
246,11wagnerl,Fairview Knights,59,31,1241,2
247,flyingsq,Richmond Assassin Squirrels,59,41,2097,3
248,Ineluki,Cheswick Saxons,59,53,2069,1
249,EvilDrugLord,Chula Vista Alley Cats,58,19,540,1
250,BeatleBoy911,B-Town Nasty Boyz,58,22,813,1
251,famarte,Cibao Aguilas,58,22,1490,2
252,SirFozzie,Boston Wombats,58,30,1149,3
253,stephenwdavis,Reno Rhinos,58,31,1996,3
254,SRHurt,Oxford Strikers,58,43,2961,3
255,DonkeyKickDray,Chai Lai Dobbies,58,55,3934,5
256,TwanLX2000,Bremen Blues,57,21,1198,4
257,jpalm,Globo Gym Purple Cobras,57,27,822,2
258,chicoguilbault,Colt Pythons,57,33,1462,3
259,Joobacca63,Boston Papis,57,46,3002,8
260,StephsGrandpaShoes,Tikal Mayans,57,57,4170,10
261,dwhit110,Indianapolis Clowns,56,9,206,1
262,proteins22,New Old Yankees TTC,56,11,935,2
263,Gnoozhe,Buhl Awesome Snakes,56,24,1414,3
264,CurlingSEA,Georgia (Tech) On My Mind,56,43,2734,6
265,Ballspiker,Bainbridge Badasses,55,22,694,2
266,WizardOfMaahs,Nickel Slots And Crock-Pots,55,22,1354,6
267,J1A19P5,Calgary Vipers,55,23,976,3
268,dkudela,Pronouncers of Nonsense,54,12,748,1
269,JamoreLoL,Compton Corgis - HotL,54,18,790,3
270,JoshJackson42,New England Bees,54,25,1023,5
271,KoreanExpress,Magnolia Campfires,54,35,1912,4
272,Gabagul,Taylor Ham Sandwiches,54,52,3330,4
273,joshparkin,MBQ Warriors,53,16,1101,2
274,Karlzab,Lamigo Monkeys,53,43,2490,5
275,Beaker10,Winnipeg Goldeyes,52,12,649,1
276,sdkick,Interlachen Anglers,52,19,1051,3
277,The_DrG,Fire Sale Extraordinaire,52,35,1849,1
278,chartle85,Clear Spring Blazers,52,42,3397,4
279,pwtigers,Flyball Sluggers,51,20,884,4
280,Butta2050,Bellingham Legends,51,36,1262,3
281,AGordon1109,Grace Os,51,43,3040,5
282,jrynmac,Queso Cats,50,19,1192,5
283,vallen,Gainesville Gentlemen,50,21,647,1
284,abcrawford72,Canterbury Tails,50,21,1160,3
285,imwarden,Red Dirt Cowboys,50,27,1588,1
286,naede,Imatra Pallo-Veikot,50,33,2422,5
287,Dylan1990,Deep 13 Mad Scientists,50,41,1970,4
288,runningitup,Hopkins Hoppers,49,17,1448,3
289,BrenFoxes,Brenham Foxes,49,21,642,1
290,Chaffenator_88,Joplin Blasters,49,21,1154,6
291,laptophound27,Dave's Not Here Man TTC,49,21,1345,1
292,Moankeymage,New Orleans Voo Doo,49,25,1429,3
293,seraphucked,Summerglen Seraphs TBD,49,27,934,8
294,Xtoforas,Breslau Binturings - HotL,48,19,868,7
295,da_commish,Eden Prairie Landsharks,48,21,1324,4
296,ArrrMatey,Stargell Stars TTC,48,25,1234,4
297,MochiMcSushi,Studs and Duds TTC Studs and Duds TTC,48,27,1675,5
298,fireman131,Avery's Avengers,48,28,1020,1
299,Primo_Fizz,Scottish Claymores,48,32,2313,5
300,Petrichor,J-town Tortugas,47,14,492,2
301,Charley575,Apathetic Steamrollers,47,21,1162,5
302,cubsfan2003,Big Boys From B Teams TTC,47,21,1247,2
303,jsitko1,Belmont Biscuits,47,25,1675,4
304,laptophound67,Friggen Rights Lets Go PCK,47,41,1971,7
305,BananaRama,Dragon Deeznuts,46,9,625,1
306,jemiller226,Ellwood City Wolverines,46,13,331,1
307,Joe_Charboneau2,Huatulco Tacos,46,15,678,2
308,drs2631,North Jersey Patriots,46,23,620,2
309,kenr48,To Hit or Not to Hit TTC,46,23,1082,3
310,Antfoodz,Roseville Cardinal,46,24,1458,4
311,bigchief888,Eden Prairie Eagles,46,28,1595,4
312,brian1zvx,Raheny Robins,46,34,2344,2
313,sarcasmo,Beantown Brawlers,45,13,666,1
314,moses_k,Cincinnati Melodies,45,20,618,2
315,Moby-Dick,Inland Empire 66ers,45,23,1080,2
316,Phoenix6767,Winnipeg Goldeyes,45,29,1892,4
317,profoundity,Saitama Nandemo,44,16,1080,2
318,populargoat,Merritt Island Yachters,44,17,1094,4
319,BearMountainX,Bear Mountain Bruins,44,19,1001,3
320,tommygunz,Orlando Arcias,44,22,1510,1
321,PumpDunkler,Watertown Pump Dunklers,44,24,922,3
322,BakerDan,Thedford Lumberjacks,44,26,1277,4
323,pken6,Cobham Musketeers,43,9,273,2
324,huntedsours,Seoul Heroes,43,11,763,1
325,davidlopezh,Houston Flying Chanclas,43,17,1242,2
326,schaffee34,Seldom Seen Royal-Cardinals,43,21,1502,3
327,TangledinJoy,Psychic 9-5 Club,43,26,911,2
328,sdrater,Montreal Expos,43,29,1889,1
329,fussmucker2,The Oscar Madisox TTC,42,13,376,1
330,Johanna,German Yoghurt - F2P,42,14,716,4
331,nutbunniesTTC,Kamurocho Dragons,42,15,403,2
332,Ominous,Zand Dynasty,42,17,782,8
333,thegreatbambini,Roselle Rockets,42,37,1699,2
334,twinndaddy,OBX Waveriders,41,16,1258,5
335,Sandmd1,Encinitas Rockfish,41,20,1179,6
336,Warhawk2,Havoris Trespassers,41,21,1535,2
337,dghostlaw,Buffalo Dingos,41,26,1445,4
338,ChrisBT97,Welsh Dragons,41,31,2056,3
339,Citidream,Northville Stallions,40,11,580,3
340,Krap5,East Texas Lone Stars,40,13,941,2
341,vrmind,vrmind vrmind PCK,40,16,1087,4
342,oaky,Ye Ye,39,8,549,1
343,adamtwigs,Tennessee Twigs,39,9,537,1
344,Kickster23,Keystone Heights Killers,39,13,882,2
345,MaxLP80,Bonney Lake LPs - GH,39,16,533,2
346,JShea19,Traverse City Beach Bums,39,18,714,1
347,TheSlugfather,Dallas Skyline Sluggers-CG,39,20,1328,3
348,campbell1112,New Platson Grand Petites,39,22,553,6
349,Mabukie,The Real Deals,39,32,2228,7
350,MikeBatesTWIBH,Iowa City Prairie Rats,39,37,2564,3
351,Delfin,Old Gods of Asgard (PCK),39,42,3212,3
352,ZaphenathPaneah717,Kentucky Thunder,38,7,201,1
353,Dugbark,Louisville Bourbons,38,10,537,3
354,PKEN7,Berlin Blue Crabs,38,12,625,4
355,Monopole,Medford Mallards,38,13,441,1
356,bearpete,Philadelphia Oil Barons,38,15,348,4
357,TeddyO2,Lafayette Crawfish,38,20,1181,4
358,johnsal72,Oak Park Tartans,38,21,1400,2
359,babbs,St. Clair Engineers,38,26,2166,2
360,stradico,Desert Sand Dwellers,37,6,260,2
361,kj22,Great Lakes Man-of-War-HOTL,37,12,486,3
362,Jacket1515,Sixes Tornadoes,37,14,750,6
363,curlingcritter,Ripping OnlyPacks,37,15,862,4
364,jaw1727,Sugar Land Space Cowboys,37,18,538,2
365,Avitt21,Fuzzy Dunlap,37,20,1326,11
366,SunnyBurn,Salt Lake Bees,37,21,1323,12
367,Junasox,Montrose Cobblers,37,41,2562,4
368,atwarren44,Transylvania Counts,36,3,138,1
369,bphilb1,Lyman Greyhounds,36,6,341,2
370,ToxicTerry,Preston Port Rats,36,11,865,2
371,Badfish249,Winneconne Wolves,36,12,316,4
372,tmcnickle33,Memphis Chicks,36,15,416,4
373,RoJo,Mount Pleasant Mounties,36,16,887,5
374,jadrien1,jadrien1 no problem,36,25,1428,6
375,ConnorMcCleod,Pittsburgh Cap with Egg,36,36,2342,9
376,Lathum,Belmar Brew Crew,35,15,733,6
377,mdd31,Las Vegas Outlaws,35,18,1058,6
378,IJCrichton,Beckington Badgers,35,21,815,2
379,janks,Midway Defenders PCK,35,21,1115,8
380,CoachRuffy,St. Kitts Sand Gnats,35,21,1149,3
381,krparker87,WV Power,35,40,2869,9
382,Burro317,Portuguese Raging Chickens,35,44,3048,3
383,Grish,Walter's Johnsons,34,4,200,1
384,BigLew,Gabe Ohners' Secret Sauce,34,8,513,1
385,jc25,Beckley Bucks,34,14,650,8
386,Gunsmoke,Aberfeldie Falcons,34,15,1128,4
387,heathdg,Slightly Crushed PCK,34,30,2457,2
388,gckritzer,Town of Lake Loons,33,11,598,4
389,Eltoasto,Shibuya Shredders - GH,33,15,680,3
390,jmodendhal,Berlin Blue Crabs TBD,33,17,901,5
391,Crimson,Mississauga Maple Trees,33,25,1870,9
392,jrooney325,Hudson Railers,32,5,147,4
393,dadmetalbod,Mt Etna Hotter Otters - HotL,32,9,570,5
394,Moid,Milwaukee Barrelmen,32,12,454,4
395,krap7,Dagsboro Danes,32,14,964,6
396,paranoid,Las Vegas Pit Vipers,32,16,1118,3
397,Boom-Boom,Anchorage Sky Hawks,32,18,1341,4
398,Chappel27,San Francisco Seals,32,21,1290,9
399,Capes,Wheatfield Underdogs - GH,32,22,1473,6
400,InterestingGames,Interesting Games Interesting,32,29,1718,12
401,mikelegs,Upstate Arsenal,31,3,65,1
402,cstream2,Chicago Seals,31,5,491,1
403,robertbinsd,CV Gatos,31,13,987,7
404,Ecthelion,Gondolin Archers,31,14,774,5
405,hemizen07,Great Lakes Pontooners,31,19,1309,4
406,EvynnIngram,Wawa Wooder Ice,30,4,240,1
407,Phredthebaker,Providence Friars - HotL,30,7,303,2
408,Plopper,Failure At Launch TTC,30,13,416,3
409,BigDonkey,Triad Junkies,30,18,1308,8
410,mlgilgen,Springfield Isotopes,30,19,609,3
411,Stormin48,Nocatee Gators,30,21,671,5
412,cubsfan23,Altamonte Ryno's,30,21,1392,5
413,MadMatt,Durham Los Toros,29,11,920,4
414,xiayun2024,NorCal CGE,29,11,934,2
415,ajstipcak,Indiana Ice Miners,29,15,1010,3
416,netherwarden,Moria Miners,29,16,1309,3
417,leebuddysmil,Thief River Falls Prowlers,29,17,1082,6
418,yankeecpt,Syracuse ShortBus,29,20,1092,2
419,Beezei,Arizona Desert Dirt Bags,29,20,1214,8
420,Blutester1959,Taylor Street Lappers,29,24,1609,13
421,VinnyNC,Charlotte Crackers,29,27,2063,5
422,Infractor,Halifax Citadels,28,2,10,1
423,OtmarCervenka,St. Louis Battlehawks,28,6,181,1
424,Quiddle,Longview Lumberjacks,28,11,406,2
425,pken,Scranton Miners,28,11,733,7
426,bea940,Salem-Keizer Volcanoes,28,14,957,6
427,hossrulz,Compton Chronic,28,17,1129,14
428,TayMorris27,ACGC Chargers,28,19,1323,5
429,Sipimi,Kamouraska Sportagie,28,23,1226,11
430,LGMets6986,Gotham Dark Knights,27,6,143,3
431,FongQ,Taiwan No.1,27,8,444,2
432,EVCinNYC,EVC's Banshees,27,13,328,2
433,Whackamole,Homeless Emperors PCK,27,14,506,2
434,rejebebe2,Newcastle Clippers,27,18,1193,5
435,Mazten,Sultan Swats,27,19,759,11
436,guno050310,ATLANTA Crew,27,26,876,5
437,giest,Southern Dawgs,26,2,31,1
438,Orioles1970,Hughesville Hangovers,26,2,63,1
439,Wilbur2,North Vancouver Captains,26,3,65,1
440,THOFF41,Egregiously Egregious,26,6,237,2
441,littleMAC77,Liberty Express,26,8,218,2
442,Sydvich,Middle Earth Hobbits,26,12,573,9
443,grizzzz,Buffalo Bisons,26,15,1121,6
444,USGrantS,Gettysburg Iron Brigade,26,18,896,14
445,GCSterling,Brocton Velociraptors,26,19,1254,10
446,Edwon,Huntington Beach Book Banners - HotL,26,23,1543,12
447,rvd887,KR Royal Chanels,26,23,1547,16
448,pats1776,Somerset Patriots,26,24,1666,12
449,Freedom1978,Yokota Samurai,25,1,1,1
450,twinsfan,Everett Aqua Sox,25,1,1,1
451,werbenmanjensen1,Freedom Grabbers - HOTL,25,2,41,1
452,jonobone,California Daulton Varshos,25,5,231,2
453,Skyrolla91,Portland Grizzlies - CG,25,9,594,4
454,mpcampana,Fairfax Firebirds,25,14,1232,3
455,BigDingerman,Fort Erie Meteors,25,17,1106,6
456,TayMorris2727,Ringsted Danes,25,19,1166,9
457,CapnBludd,Pelham Gardeners,25,21,725,4
458,Mark_in_MS,Oxford Rebels TBD,25,21,1320,16
459,HeavyHitta,Redwood City Bonnies,24,6,151,7
460,Tornados,STMDB CAPITALES,24,8,559,2
461,Bearcat729,Cincinnati Chili Dogs,24,12,418,2
462,dedwar49,St. Lucia Pitons,24,14,488,5
463,trod,Freedom Grabbers - HotL,24,15,885,8
464,Stockhfcrx,Tidewater Tides,24,21,1449,9
465,SeldomSeen,Farlington Lakers,24,21,1605,10
466,RTLight,San Jose Big Cats,24,22,727,5
467,skjung1998,Loughborough Ducks,24,23,2075,8
468,hometownmarkup,Waltham River Otters,24,25,1810,8
469,RANGERS1030,Absolute Units,24,27,2051,8
470,rhammondinho,Milwaukee Milkmen,24,28,2207,9
471,PeterDragon,D'Town Hillside Rams,24,39,3344,5
472,Dono433,Giant 43s,23,7,379,4
473,Guancous3,Silver Spring Acorns,23,8,442,7
474,andyg24,Sheffield Artefact Sceptics,23,11,327,3
475,Guancous2,Silver Spring Penguins,23,11,721,4
476,cpm120,Satellite Beach Manatees,23,12,799,11
477,ztevans,Carolina Mudcats,23,19,1390,6
478,cmanahan525,Oklahoma City Stealth,23,19,1405,8
479,flyer48,St. Charles Aces,23,22,1481,20
480,ncrouse7,Lonestarr Eagle Fives,23,22,1620,3
481,KINGLORDBOT,California Ragebaiters,23,24,1499,6
482,kelsotho,Freedom Grabbers - HotL,23,24,1737,14
483,kjs97,Aurora Highlanders,23,25,1581,5
484,pyro123,Brentwood Senators,22,4,205,2
485,RoutineFly,Sioux City Sues,22,5,265,4
486,Cornelius,Kendall Diamond Cats,22,7,279,3
487,andhud,Angkor Koupreys,22,7,307,12
488,rjpogs,Oistins Fishfrys,22,7,507,2
489,Lord2FLI,Bluff City Blues,22,13,921,5
490,Guancous,Silver Spring Gazebos,22,15,959,6
491,Dbsilber,Santa Monica Vikings,22,17,1161,9
492,Duster75,Channahon Sox,22,19,602,7
493,mitchiapack,Pacific Coast League Alumni TTC,22,19,606,8
494,dlarsentx,Temple Texans,22,23,1754,10
495,DNX,North Dakota Fighting Sioux,21,2,124,3
496,billk23,Hanover Hammers,21,4,261,2
497,dgray4l,Homestead Grays - HotL,21,9,745,8
