//Rank,User,Team,Points,Played,Combined,Best
79,friendofrobots,Tortilla Chips,105,42,1644,4
80,amjohnso,La Crosse Lumber Puppies,104,36,1960,2
81,geno36,BunDang TyChe,103,33,1616,3
82,dkudela,Pronouncers of Nonsense,103,45,1926,1
83,mikezone13,Eastwood Woodies,100,21,511,1
84,KoreanExpress,Magnolia Campfires,100,86,3994,4
85,solorush,Sammamish Totems,99,37,479,1
86,Xtoforas,Breslau Binturings - HotL,98,23,928,1
87,gtstraub,White-E Whackers,98,38,1155,1
88,jbiggs78,Charlotte Hellcats GH,97,27,692,1
89,drshuey,Zanesville Greys,97,78,3075,1
90,NavyWalrus58,Cincinnati Redlegs,96,24,742,1
91,trod,Freedom Grabbers - HotL,96,43,1393,3
92,moggsy,Reno Raccoons,94,21,766,1
93,Duncaroo,West Hartford Max Oysters - CG,94,22,1063,1
94,FoolsErrand,Dock Ellis Day-Trippers,94,38,1742,2
95,kj22,Great Lakes Man-of-War-HOTL,94,52,1680,2
96,ArtistRanger,Retro Birds TTC,93,43,1729,1
97,jays4life,Montreal Expos,92,49,2192,2
98,jsitko1,Belmont Biscuits,92,61,3258,4
99,Rathier,Wasteland Outlaws,91,47,2218,4
100,aaronreilly3,Toms River Barons,90,18,475,1
101,hipandkneedoc,Asbury Springboks,90,56,1708,2
102,richgrisham,Billy Strings,89,20,1059,2
103,Jaultma2,Abbott Station Rail Riders,89,30,1706,2
104,BeatleBoy911,B-Town Nasty Boyz,89,38,1743,1
105,netherwarden,Moria Miners,89,49,2881,1
106,HermanSmutley,Southend Seasiders,88,21,550,1
107,Rob_Deer_in_the_Headlights,El Paso Preguntas,88,36,1563,4
108,sdkoral,Bad Bunny Maranville,88,43,2070,3
109,dougthecanuck,Greenisland Blue Jays,86,55,2395,1
110,danielsonmanlet,Atlantic City Surf,85,22,1024,1
111,ItsHellboy,Sacramento Tuxedos - CG,85,27,1202,2
112,Primo_Fizz,Scottish Claymores,85,69,4140,4
113,ntorsky,Door County Dockers,84,31,1143,1
114,mrogner,Chico Heat BFF,84,39,1568,3
115,chartle85,Clear Spring Blazers,84,42,2662,1
116,atomzero,Normal Night Owls,84,56,2602,3
117,arizonaone,Indiana Rhubarbs,83,21,511,2
118,EVCinNYC,EVC's Banshees,83,61,1417,2
119,lava,Bloody Nines - CG,82,30,1657,1
120,Tamzin,Miami Tamps,82,40,2223,2
121,Beezei,Arizona Desert Dirt Bags,82,41,1845,1
122,TheSlugfather,Dallas Skyline Sluggers-CG,82,48,2362,3
123,nicolji,Edinburgh Diamond Devils,81,27,487,1
124,TeddyO,Joe Buck Yourself,81,48,2992,2
125,dhennes1,Fayetteville Firestorm-HotL,80,21,1087,1
126,dgray4l,Homestead Grays - HotL,80,31,2060,2
127,IceRayn5,Camjaveratyn O-Forge,78,35,992,1
128,bdcable2,Cibolo Packsters PCK,77,40,1812,3
129,ilay620,Las Vegas Bat Country,76,15,377,1
130,cubbyfanboy,Sydney Whalers,76,51,1200,2
131,willhog,Englewood Pirates,76,57,1895,1
132,qm3125,Dungeon Meshi Marcille,75,53,1626,3
133,ssanger1974,Southside Hitmen - HOTL,74,15,622,3
134,Buchs,Orlando Citronauts PCK,73,15,682,1
135,Isarnan,Dark Web Hackers,73,38,1785,3
136,stevez57,Philadelphia Fighting Zs,72,24,1750,1
137,james4112,Trois-Rivieres Red Rhynos,72,41,1502,2
138,cstream2,Chicago Seals,71,26,1380,1
139,vivmeep,Tuskvale Mammoths,71,42,1648,1
140,AngusFrankfurter,Cherry Grove Lazer Raptors,70,28,1313,1
141,CapnBludd,Pelham Gardeners,70,82,3146,3
142,nutbunnies,New Haven Ravens,68,18,1200,2
143,Hello_Friend426,Hello Friends - PCK,68,27,1885,2
144,stevezog1,East Side Educators,68,30,1591,1
145,tonkmato,Tennessee Trash Pandas,68,54,2049,2
146,ChrisBT97,Welsh Dragons,67,67,3035,2
147,alexothegreat520,Hackensack Bulls,66,25,1507,1
148,ryan-koziol,Chicago Gamblers - E6,66,38,1291,1
149,hometownmarkup,Waltham River Otters,66,45,2776,5
150,kgriffin44,Brethren Bobcats,65,42,1908,2
151,mraudit,Meaty Oakers,65,44,2480,3
152,frogboutique,Longmont Catboys,64,19,1194,2
153,BThom,Ann Arbor Blue - CG,64,27,1489,3
154,HarackPhoto,Westerly PauseOx WlyPox,64,32,1338,4
155,dstaley,Guerreros de Oaxaca,63,11,487,1
156,tommcaudillo,The Black Freighter TBD,63,17,1275,2
157,noragar,Alexandria SafeZone,63,20,518,1
158,Dawgz,Tequila Mockingbirds,63,24,815,2
159,WizardOfMaahs,Nickel Slots And Crock-Pots,63,43,2429,6
160,naede,Imatra Pallo-Veikot,63,53,3629,3
161,BusterGrey,Seattle Stealth,62,34,1926,4
162,runningitup,Hopkins Hoppers,62,34,2260,2
163,Crimson,Mississauga Maple Trees,62,53,3330,8
164,RyanHall,Oceanside Baseballroos,61,16,1066,1
165,FongQ,Taiwan No.1,61,34,1458,3
166,mcreynoldsam,Rockwall Winguts,61,57,3256,2
167,sprdelfin,Colorado Avalanche,60,37,1571,2
168,googs78,Allegheny Foresters,59,29,1748,5
169,tommyhoogy,Puget Sound Giant Pacific Octopi,59,43,2639,5
170,RalphKraft,Topeka SOX,59,45,2930,4
171,bierhoff00,Texas Briskets,58,30,749,1
172,Gnoozhe,Buhl Awesome Snakes,58,31,2547,3
173,dmacgreg,Gonzaga Bulldogs,58,36,1491,6
174,proteins22,New Old Yankees TTC,57,17,1534,2
175,Constabie,Numenor Faithful,57,24,715,2
176,mannyt,Roaming Rascals CG BFF,56,10,429,2
177,cpm120,Satellite Beach Manatees,56,19,1165,3
178,skjung1998,Loughborough Ducks,56,25,1687,4
179,clayhoadley,Watertown Sword Guys TBD,56,38,1333,2
180,mv1234,Phoenix Mango Slush - HOTL,55,30,1998,3
181,robertcat,Denver Highlanders,55,37,1949,4
182,NoahRoman12,Hononegah Hornets,55,45,1862,1
183,twinsfan,Everett Aqua Sox,54,17,435,1
184,Vipdad420,Berlin Speed Dealers,54,18,1242,1
185,Kerim,NoseKerim Astea Kerim,53,23,1508,1
186,ianofalltrades,Paso Robles Powerhouse,53,24,1801,1
187,fedtero25,Global Rippers PCK,53,30,2136,6
188,jrooney325,Hudson Railers,52,15,896,1
189,BearMountainX,Bear Mountain Bruins,52,16,837,3
190,Shodai,Kumamoto Ozeki TBD,52,24,975,3
191,kmacdonald,Almont Boiler Makers,52,35,1653,4
192,louisqzer,New York Blind Squirrels,51,14,473,1
193,atabakin,Virginia Beach Freaks,51,15,601,2
194,rwd072059,Dothan Peanuts,51,42,1990,7
195,sfj,Jacksonville Leafs,50,20,973,3
196,vallen,Gainesville Gentlemen,50,21,647,1
197,greatscott66,Helena Handbaskets,50,24,956,3
198,Dr_Chaps,Totskoye Nuclear Bears,50,24,1499,7
199,dedwar49,St. Lucia Pitons,50,29,1060,5
200,AlbertPujols,Rosarito Ranas,49,29,1077,2
201,mpcampana,Fairfax Firebirds,49,29,1723,3
202,apkaufman,Cleveland Fighting Walleye,49,63,3445,2
203,HermanSmutley1,Billys Bunters,48,20,569,2
204,JAtlas,Vero Beach Screwballs,48,28,1964,2
205,Beckdawg,Charlotte Sundevils - CG,48,34,1907,1
206,mhilgenkamp1,Fremont Tigers,48,35,2512,4
207,Nsigg15,Madison Mallards,48,75,3685,8
208,Petrichor,J-town Tortugas,47,13,367,2
209,mufcfan,Budapest Red Devils,47,24,931,2
210,mjs2309,Kansas City Kings,47,29,2013,1
211,sdrater,Montreal Expos,47,44,3102,3
212,jpalm,Globo Gym Purple Cobras,46,13,554,2
213,tlasko,Cleveland Spiders - CG,45,19,501,5
214,Sand,Powerful Tulips,45,20,1131,5
215,zukus,Weavers Tomato Plants,45,22,659,7
216,Kyllen,Washington Border Collies,45,22,1190,7
217,heinrich_wilhelm,Atlanta Combine,45,22,1427,6
218,dhornermb,Country Clubbers,45,28,1862,7
219,profoundity,Saitama Nandemo,44,16,1080,2
220,moses_k,Cincinnati Melodies,44,30,1261,2
221,thaines,Jamestown Highlanders,44,40,1585,4
222,Feffer,Sack of Wet Mice,43,24,1747,3
223,dylanb29,London Knights,43,25,1692,3
224,pwney,Big Memers,43,27,1955,4
225,Tom88,Krakow Hussars,43,27,2065,5
226,Hensword,Kolnes Eagles,43,35,951,3
227,andy00aggie,Rockwall Ballers,43,55,3144,4
228,Consign,Reisterstown Orioles,42,20,688,2
229,Placentaur,Bushwick Performative Males,41,19,993,7
230,dlarsentx,Temple Texans,41,21,888,4
231,oaky,Ye Ye,41,24,1773,6
232,SirPeanut,Lima Ligers,41,30,1248,3
233,Junasox,Montrose Cobblers,41,62,3104,4
234,VinSki,Huntington Bullsharks,40,15,857,3
235,jsitko2,Montrose Beach Piping Plovers,40,22,1421,4
236,gocanes1962t4,Little Creek Hurricanes PCK,40,24,928,3
237,baesdad,Arkansas Assassins,39,26,998,4
238,golfhog44,Kenny G's Saxophones,39,55,2890,12
239,balfazzar,Legends of the Devil Rays TTC,38,17,380,2
240,wampeter57,King Street 504s,38,17,437,5
241,cjens,SLC Punks,38,21,1294,5
242,ErieGM,Erie Seawolves,38,23,1383,2
243,VinnyNC,Charlotte Crackers,38,27,1740,5
244,huntedsours,Seoul Heroes,38,29,2283,7
245,Dylan1990,Deep 13 Mad Scientists,38,32,1485,4
246,nmize0,Kansas City Sloppers,38,45,2500,9
247,jayz,Hyannis Harbor Hawks,37,24,1489,9
248,JonnyP,Dry Creek Craw Daddies,36,12,442,2
249,rejebebe2,Newcastle Clippers,36,24,987,3
250,O_Welles,Three Mile Island Atomic Isotopes,35,11,427,2
251,Citidream,Northville Stallions,35,15,853,3
252,Peakashoo,Seoul Dragons,35,18,1075,4
253,Dal8847,Grand Rapids Warriors,35,22,1115,3
254,rumali,Birthday Boys TTC,35,34,965,3
255,DGoist,Cranberry Crushers,34,13,404,1
256,vthokie2012,West Palm Beach Bingo Stars,34,14,936,5
257,NateLovesGallo,Gotham City Batmen,34,16,1031,5
258,J1A19P5,Calgary Vipers,34,21,967,3
259,GrooveJedi,Johnstown Squatch Nationals,34,40,2074,8
260,MetaDurden,Third Earth Thundercats - HOTL,33,12,716,5
261,MemeManFlan,Fitchburg Falcons,33,15,1485,5
262,mrcollins18,Haverhill Hillies,33,21,1475,4
263,tpyufejp,Mucha Fat Cat Fat Cat,32,10,894,8
264,KC_Royal_Red,Kansas City Smoke,32,17,904,6
265,hossrulz,Compton Chronic,32,32,1738,5
266,Summit39,Burlington Bees,32,33,2442,4
267,kratos9248,Casselberry Storm,31,15,1146,6
268,bullforce,Sandusky Bullforce,31,22,1630,5
269,Mabukie,The Real Deals,31,26,1759,3
270,cakester5000,Montana Cakester,31,31,1754,8
271,wheresscott,New Jersey BC PCK,31,41,2709,14
272,dougdascenzo,Fletcher Froggers,31,44,2931,12
273,PeteyB_17,Space Moose,30,14,521,4
274,bea940,Salem-Keizer Volcanoes,30,20,1404,6
275,Bigphatman87,Brentwood Guggenheims SoM,30,25,1367,6
276,rvd887,KR Royal Chanels,30,27,1749,3
277,smileyfacejane,Fargo Fielders,29,11,344,2
278,Darkshark17,Detroit P.C. Express,29,14,404,3
279,TheGreatBambi,1st Class Millionaires,29,24,2341,4
280,FlickOfTheWrist,SW Washington Black Bears,29,38,2576,9
281,yetibon,Napoleon Bonapartes,29,45,2548,6
282,MJBreit,Tulsa Doom,28,9,514,3
283,statsmonger,Punxsutawney Deja VU,28,12,686,2
284,Panzeric,Blissfield Sugarboys,28,18,1288,8
285,NZBreaks,Careless Whispers Whispers,28,20,1241,9
286,jocan44,Pensacola Swampangels,28,20,1269,4
287,KINGLORDBOT,California Ragebaiters,28,29,1561,3
288,Leif2022,Minneapolis Millers,28,36,1502,3
289,BradChampion,Worcester Boys of Somers,28,40,2395,12
290,gustoes,Looking Glass Loopers TBD,27,4,288,1
291,josh31ut,Shartlesville ShihTzus - HotL,27,12,977,9
292,Cramel,Farmville Barnyard,27,17,257,3
293,Madskillz77,Lake County Captains,27,21,1521,6
294,AdmiralBertTruth,Lemoore LeMonsters,27,22,1101,7
295,corbino77,Moncton Mosquitos,27,25,1589,8
296,deldah35,Bedford Phillies,27,26,996,4
297,sasso,Mooresville Hyons,27,37,1201,6
298,PAF,Gladstone Athletics,27,46,2638,16
299,Joshography,- I GOT YOUR SIX - - IGY6 -,27,46,3114,14
300,bphilb,Sanford Riverwalks - GH,26,10,328,5
301,Joetime,Dunedin Standard Poodles,26,12,487,5
302,the_k_man_2,Aumsville Ants,26,16,589,3
303,sam10gle,Evermore Larpsharks,26,16,1223,8
304,sean11k,Las Vegas Gamblers,26,17,1344,14
305,Spmartin1993,Columbus Fire Ants,26,18,1234,3
306,BigDingerman,Fort Erie Meteors,26,18,1341,10
307,justinthenavy,Bloomingdale troopers,26,23,1150,3
308,Haijopai,Dickshot's Dugout,26,24,1477,5
309,cf97ab,London Tigers,25,14,1111,5
310,robgisbri2,Reston Blues,25,19,970,12
311,LalaLord,Los Altos Spartans,25,20,1462,7
312,andhud,Angkor Koupreys,25,23,1843,12
313,redtoss,RETO Dragons,25,45,1781,2
314,RoutineFly,Sioux City Sues,24,12,566,4
315,ColeTop10,Toronto Terns,24,14,768,4
316,stephenwdavis,Reno Rhinos,24,15,1033,12
317,Laptophound25,Youtube Tutorials,24,17,618,4
318,werbenmanjensen1,Freedom Grabbers - HOTL,24,18,868,7
319,ArtistRanger2,Toronto Terns PCK,24,19,649,4
320,double,State of the Sim Leagues TTC,24,40,1740,7
321,foghorn33,Strathroy Royals,23,11,623,8
322,grizzzz,Buffalo Bisons,23,12,1161,6
323,Raptor,Ogden Raptors - HotL,23,15,1286,6
324,reddirtdodger,Norman Land Thieves,23,17,1135,13
325,jowwcamp,Coralville Cunning Stunts,23,20,635,7
326,junghwaowh,Andong Samsung Lions,23,21,712,5
327,SNHED,Starfleet RedshirtsPCK,23,21,1022,6
328,68pirate,Central Kentucky Pirates,23,21,1332,15
329,RANGERS1030,Absolute Units,23,29,2024,9
330,JediRoninX,Jacksonville Rainstorm,23,33,2122,11
331,drdavidold,Edinburgh Patriots,23,42,1805,7
332,ZIZOUJUVE21,Aliquippa Quips,22,3,82,7
333,ErieLive,Montreal Expos TTC,22,9,266,6
334,DNX,North Dakota Fighting Sioux,22,10,857,3
335,BadSpeeling,Lil Dicky Fanclub,22,18,1227,14
336,Duckaneer,Sierra Nevada Nuggets,22,19,1698,10
337,boofbosner,Atlantic City Bacharach Giants TTC,22,21,770,5
338,SirFozzie,Boston Wombats,22,25,1474,13
339,Bandrezik,CLARKSTON WOLVES,21,17,1290,10
340,Guancous,Silver Spring Gazebos,21,21,1554,13
341,maverickrls,Brooklyn Big E's,21,30,2133,17
342,fl0wers,Minneapolis Dontchaknows,20,2,220,3
343,BteamBomber,Henry Murder Hornets,20,8,477,11
344,lewis1985,Scuderia Ferrari,20,8,674,3
345,krx929,Pennsylvania Quackers,20,11,751,4
346,JimmyZ,Hamilton Big Red Sporeskins,20,13,744,4
347,Snake_Plissken,Kingsport Ancients,20,14,688,4
348,Gabagul,Taylor Ham Sandwiches,20,18,1120,6
349,n8kat,Tradewind Tides,20,18,1446,12
350,Huskies,Arizona Huskies,20,22,906,12
351,Karamba88,Krakow God Honour Fatherlan,20,23,1094,7
352,Bigtoe26,Duluth Superiors,19,6,184,18
353,ChinoVot,Madison Monsters,19,10,531,12
354,jawa42,New Haven Corsairs,19,15,1318,6
355,chessafari,Charbonneau Lynx,19,16,777,5
356,PTL0,Boise Potato Mashers,19,26,2005,23
357,mfaybik,Faybik Narwhals,19,40,2483,9
358,Tek15,Ottawa HammerhE6ds,18,7,384,13
359,ZadyJones,Zady Zadathans - 643,18,8,206,3
360,Kalohn,Mirabel ExNats,18,10,739,11
361,Vialabo,El Vampiro Ankle Biters,18,12,947,10
362,SamwiseGanja,GreenBowl Packers,18,13,497,6
363,TinkerEversChance,Chi City Ballerz,18,21,1374,5
364,JPSwanson91,Ridgefield Resistance,18,25,2119,13
365,eggplantparmesan,Eggplant Parmesan,18,27,1957,12
366,Rabbit_Jake,Shadow Ball Kings TTC,17,4,77,4
367,metalypuppies2,Little Rock Grays,17,7,423,5
368,Totaro,Kotonoha Akanetics,17,7,633,3
369,ncc2000,Flint Tropics,17,12,803,9
370,jjhels,OKC Black Bears,17,13,807,8
371,Warhawk,Arcadia Wyverns,17,13,1036,7
372,OBEEFE,Kent Island Sharks,17,15,1096,13
373,crouton215,Chicago Crouton Crushers,17,15,1362,8
374,CaseyP,Henerville Hippos,17,16,1063,3
375,owenthejammy1,Moonsault Collective MCs,17,24,1768,17
376,tkinsherf,Boston Dash,16,10,794,20
377,ErieGMv2,Erie Moon Mammoths PCK,16,12,580,3
378,Yeen,Munich Black Cats,16,12,869,15
379,TeamKillGreg,Brooklyn BedstuyBoys,16,13,838,8
380,rrajeevy,New York Jackhammers,16,18,1666,20
381,sean11g,Orlando Dreams,16,18,2005,7
382,AlanW,West Kildonan Whips,16,19,1095,5
383,lightmoon,Spite Store Hoot Owls,16,20,1867,17
384,Masonw,St. Louis Black Cats,16,21,1439,5
385,bryce_harper_3,Chicago Commies,16,23,1441,11
386,arejujas,Fusion M Asere QueBola,16,24,1525,14
387,thatllhappen,Vista Views,16,26,1348,13
388,trojanman,Everett Aquasox,16,27,1124,8
389,Mikekem,Pasadena Wild Things,16,37,2341,13
390,madmask,Myrtle Beach MaskMen,15,1,4,4
391,BeantownBro,Beantown Bros,15,6,379,19
392,FlagOfUlysses,People's Red Army,15,10,855,9
393,Engra0061,Brooklyn Tip-Tops,15,11,660,6
394,Anteaterpadre,Miramar Flying Tigers,15,11,1034,9
395,timomouse,Sandy Bees,15,16,1142,16
396,DiamondGrey,Pittsburgh Pixelators,15,20,712,8
397,jeeplj,Lynchville Mobster,15,27,2067,5
398,sm6986,Rajasthan Rifles Rifles,15,31,1716,13
399,Dewey217,Knoxville Vulcans,14,3,82,8
400,Hi_clutch,City Cows,14,9,707,20
401,ssuldae,BUSAN BLUE JAYS,14,12,874,5
402,ezradenney,Al Amedans,14,13,467,10
403,MortaleMago,Flagship City Kitties,14,13,554,5
404,jadrien1,jadrien1 no problem,14,20,1234,8
405,CT97,Cymru Crushers,14,22,866,15
406,Buckeye,Columbus Evil Squirrels,14,22,1823,17
407,The_juice,Newport Gull's LE,14,36,2818,10
408,ToxicTerry,Preston Port Rats,13,3,326,9
409,Kilgore_Trout,Herky Hyenas,13,4,106,3
410,11wagnerl,Fairview Knights,13,5,323,13
411,Bbarnett98,Reston Wranglers,13,9,450,5
412,Kavon97,Nova Stars,13,9,671,14
413,sloth_26,Brunswick Sloths,13,9,742,16
414,Happypg,Lacoochee Mudcats,13,11,463,8
415,swgalaxy,Scruffy Nerf Herders,13,14,799,10
416,flyer48,St. Charles Aces,13,14,1075,21
417,piemeister,Gloucester Township Goblins,13,14,1108,3
418,Areme,Costa Rica Coconuts,13,18,1318,13
419,thegreatbambini,Roselle Rockets,13,19,963,9
420,rhammondinho,Milwaukee Milkmen,13,20,1737,22
421,littleMAC77,Liberty Express,13,32,1603,6
422,Dernatron26,Hobbiton Hobbits,12,3,59,4
423,Circusham,Clover Hill Spartans,12,10,582,12
424,kenr48go,Speed Kills Defense Wins TTC,12,14,525,3
425,Ballspiker,Bainbridge Badasses,12,14,621,4
426,TheTyler,Boston Shamrocks,12,15,726,7
427,jsitko,Pulaski Pils,12,16,780,10
428,bongtana,bongtana bongtana,12,18,1834,31
429,robadge,Dover Dandies,12,21,593,5
430,aarona,Olathe Trailblazers,12,21,1814,12
431,chrisfeeley,Bramley Moor South Stand,12,27,1689,7
432,Scalette,Louisville Cats,11,6,293,4
433,weesnaw,Santa Cruz Banana Sluggers,11,7,566,13
434,slimkibbles,Bora Bora Beach Bums,11,8,456,6
435,miketx56,Borger Busch Slammers,11,10,267,6
436,rtoro6,Gastonia Peaches,11,11,859,12
437,Elite_Czar,Lawrence Lions,11,14,579,16
438,Evno,Tyler Thumbsmashers,11,14,812,5
439,MikeBatesTWIBH,Iowa City Prairie Rats,11,15,745,9
440,x23jE,x23jE x23jE,11,15,769,19
441,rmh,CT Ospreys,11,21,1179,11
442,tmid,Denver Boomers,11,24,1276,6
443,codyjwertz,Duluth Deviled Lettuce,11,24,2630,21
444,shaderaith,Poulsbo Vikings,10,4,171,16
445,Cap_Dew,Carolina Sasquatch,10,4,201,22
446,Dbsilber,Santa Monica Vikings,10,5,269,18
447,Blazeswim,Crown Point Corn Dogs,10,6,381,5
448,Robman711,Milwaukee Bulletts,10,6,567,11
449,s1c1l1anm0bst3r,Long Island Ducks,10,9,367,11
450,Sandmd1,Encinitas Rockfish,10,9,527,23
451,rokular01,Youngstown Ironmen,10,13,511,10
452,Burro317,Portuguese Raging Chickens,10,13,1020,23
453,bwburke94,Burke Lookouts,10,16,1028,8
454,IceFox,Jeju City Foxes,10,16,1090,13
455,PlayBall2020,Toledo Mighty Hens,10,17,608,6
456,davidlopezh,Houston Flying Chanclas,10,24,2030,6
457,krap7,Dagsboro Danes,9,2,71,12
458,Johanna,German Yoghurt - F2P,9,5,164,7
459,cjbaseball11,Utopia Skywalkers,9,5,311,15
460,hawkeyemba,Hawkeye Hellraisers,9,5,374,7
461,krap4,Salisbury Wild Riders,9,6,260,5
462,pken2,South Bend Pugilistic Paddies,9,7,343,10
463,jimsteele1020,Buckeye Bombers,9,8,277,14
464,psyro23,Statesville Shadowcats,9,12,505,5
465,Boom-Boom,Anchorage Sky Hawks,9,12,997,35
466,Delfin,Old Gods of Asgard (PCK),9,17,1120,9
467,CoachSeering,Illinois College Blueboys,9,17,1733,34
468,GoClippers,winning winners,9,18,388,12
469,jvanwinkle72,Jacksonville Cardinals,9,28,2037,12
470,batt27,Felton Plunkers,9,30,1822,16
471,xero1986,Clarington Coyotes,8,3,239,15
472,Lordpig,IRB Iron Pigs,8,4,194,13
473,iSmack,Port Perry Pirates,8,6,171,16
474,bksenior,Canasty Street Weirdos,8,6,306,6
475,admiralrpi,Poplar Bluff Admirals,8,6,349,19
476,kelly59,In The Middle Of... Nowhere,8,7,438,7
477,atwarren44,Transylvania Counts,8,7,451,23
478,setzer42,Idaho Spuds,8,9,1093,15
479,Trenchgun,Homestead Greys,8,10,870,33
480,awful021,Portland Crows,8,11,658,11
481,silverkhawk,Wilson Horns,8,12,448,12
482,PeJo,Nantucket Sleighriders,8,12,518,15
483,InterestingGames,Interesting Games Interesting,8,14,1041,31
484,TheMcMani,Merrick Mayhem,8,14,1349,17
485,Kebort31,French Creek Valley,8,20,1310,11
486,DIamondGirl,Sunnyvale Bottlekids,8,21,949,16
487,Brayden15,Long Island Ducks,7,2,51,8
488,stl_jason,Waffletown Syrups,7,3,84,18
489,BeatleBoy9112,B-Town Barnstormers PCK,7,3,143,10
490,shadowlab2000,Shakedown 1977 Microbus TTC - HotL,7,3,153,13
491,lexmoose,Blanton Bourbons,7,3,177,9
492,The-Answer,Anaheim Angels,7,3,325,28
493,RTR1776,Kansas City Torrent,7,4,181,6
494,martye88,Secaucus Doggies,7,5,276,5
495,agile,Chicago Exploding Whales,7,5,311,22
496,maparrish,Hershey Hammerheads,7,5,586,10
497,RealVanillaGorilla,Epic Furries,7,6,431,21
498,froggy8289,Carpentersville Silver Hawks,7,7,745,13
